candidate,rps
bookmaker,0.18987018254224913
carry_s1_hard_end30,0.20115906701912964
carry_s1_always,0.20124024004540636
carry_s1_cos_w2_end30,0.20124486956140808
carry_s1_cos_w2_end12,0.2012767073524929
carry_s1_cos_w4_end12,0.20128344209567275
carry_s1_cos_w6_end12,0.2013013889911334
carry_s1_cos_w2_end10,0.20130915363326884
carry_s1_cos_w4_end10,0.2013330941652856
carry_s1_cos_w6_end14,0.2013399068895804
carry_s1_cos_w2_end18,0.20134274303310346
carry_s1_cos_w4_end30,0.20135234793769502
carry_s1_cos_w4_end20,0.20136292247592005
carry_s1_cos_w6_end22,0.20136930258444258
carry_s1_hard_end18,0.20137057151958324
carry_s1_cos_w2_end20,0.2013781995426861
carry_s1_cos_w4_end22,0.20138014408609337
carry_s1_hard_end20,0.2013856339897936
carry_s1_hard_end12,0.20138627984006507
carry_s1_cos_w6_end20,0.201387538158995
carry_s1_hard_end8,0.20139039483077106
carry_s1_cos_w2_end22,0.2013908192440188
carry_s1_hard_end10,0.2013994942892622
carry_s1_cos_w4_end14,0.2014048921067404
carry_s1_hard_end22,0.2014059336507626
carry_s1_cos_w2_end8,0.20141056716689754
carry_s1_cos_w4_end18,0.20141984096457463
carry_s1_cos_w2_end28,0.20142628492961026
carry_s1_cos_w6_end24,0.20143537243700202
carry_s1_hard_end28,0.20143693360711135
carry_s1_hard_end16,0.20144618716567203
carry_s1_cos_w6_end30,0.20145232738060478
carry_s1_cos_w6_end10,0.20145693832210268
carry_s1_cos_w4_end24,0.20149712203589196
carry_s1_cos_w6_end16,0.2015058295894746
carry_s1_cos_w6_end18,0.2015120400076232
carry_s1_cos_w2_end14,0.20155178202802257
carry_s1_cos_w4_end28,0.20155457567533008
carry_s1_cos_w2_end16,0.20156582008728552
carry_s1_cos_w6_end26,0.2015769556284388
carry_s1_cos_w4_end8,0.20159828429520352
carry_s1_cos_w6_end28,0.20160641942947757
carry_s1_cos_w4_end16,0.20161122230199294
carry_s1_cos_w2_end24,0.20161633325204575
carry_s1_hard_end24,0.20164559623502545
carry_s1_hard_end6,0.201657865524054
carry_s1_cos_w4_end26,0.2016620476720557
carry_s1_hard_end26,0.20168901367732334
carry_s1_hard_end14,0.2016946065124657
carry_s1_cos_w2_end26,0.20169817243003796
carry_s1_cos_w6_end8,0.20187602883071343
carry_s1_cos_w2_end6,0.20188419944543012
carry_s1_cos_w4_end6,0.2021715589491829
carry_s1_cos_w6_end6,0.20230708861584748
carry_s1_hard_end4,0.20234918713099714
carry_s1_cos_w2_end4,0.20241127346983456
carry_s1_cos_w4_end4,0.20258246504877908
carry_s1_cos_w6_end4,0.20258246504877908
fresh_always,0.20323794912000567
