summer_variance_scale,matchday,rps_fresh,rps_carry,n,fresh_minus_carry
2.0,23,0.2022740993353274,0.20673642349337915,99,-0.004462324158051756
2.0,24,0.2085097546413694,0.2088763458640778,100,-0.0003665912227084067
2.0,25,0.21445416327194253,0.21676965789562003,99,-0.0023154946236775
2.0,26,0.20133063577027444,0.20543584894991088,99,-0.004105213179636441
2.0,27,0.22331276917435564,0.22257253977737798,99,0.0007402293969776541
2.0,28,0.20462562403168313,0.19805949002002682,100,0.006566134011656316
2.0,29,0.2108699073776557,0.212327116209904,99,-0.0014572088322482857
2.0,30,0.2137783091905628,0.21023483461486864,98,0.00354347457569415
2.0,31,0.2189161402988891,0.216211272431452,100,0.002704867867437094
2.0,32,0.18774807842250316,0.1907573943887627,100,-0.003009315966259557
2.0,33,0.22380084771771883,0.22208567884573457,99,0.0017151688719842517
2.0,34,0.20810418573490097,0.21360293977415828,99,-0.005498754039257314
