candidate,rps
bookmaker,0.19891760652088933
carry_s0p5_cos_w6_end24,0.21251256316789902
carry_s0p5_hard_end20,0.21251483070652644
carry_s0p5_cos_w4_end22,0.21251721687012579
carry_s0p5_cos_w2_end20,0.21253870398853286
carry_s0p5_cos_w4_end24,0.21254231354687758
carry_s0p5_cos_w6_end26,0.21254806019868577
carry_s0p5_cos_w2_end22,0.2125552153628315
carry_s0p5_cos_w2_end24,0.21256432121934668
carry_s0p5_cos_w6_end22,0.21258757611663734
carry_s0p5_cos_w4_end26,0.2125928977419392
carry_s0p5_hard_end22,0.2125977593916731
carry_s0p5_cos_w6_end28,0.21261047691729645
carry_s0p5_hard_end24,0.21262814519017384
carry_s0p5_cos_w2_end26,0.21264440465298684
carry_s0p5_cos_w4_end28,0.21266350573076576
carry_s0p5_hard_end26,0.21267281335936145
carry_s0p5_cos_w6_end30,0.21268042086099045
carry_s0p5_cos_w4_end20,0.2126922694563583
carry_s0p5_hard_end30,0.21271691004548776
carry_s0p5_cos_w2_end28,0.21272364858724913
carry_s0p5_cos_w4_end30,0.21273142209180304
carry_s0p5_cos_w2_end30,0.21274001822202115
carry_s0p5_cos_w6_end20,0.21274862298037853
carry_s1_cos_w6_end24,0.21276380336210557
carry_s0p5_hard_end28,0.21276671898171556
carry_s1_cos_w4_end22,0.21276780515405705
carry_s1_cos_w2_end22,0.2127840259885712
carry_s1_cos_w4_end24,0.21279058878688653
carry_s1_hard_end20,0.21279594411208266
carry_s1_cos_w6_end26,0.21280423478354302
carry_s1_cos_w2_end20,0.21281461393509132
carry_s0p5_hard_end16,0.21282101083014748
carry_s1_hard_end22,0.21283358492754484
carry_s0p5_cos_w4_end18,0.2128362152070709
carry_s1_cos_w2_end24,0.212837663128295
carry_s1_cos_w6_end22,0.2128455205115097
carry_s0p5_cos_w2_end18,0.21284834580071077
carry_s1_cos_w4_end26,0.21285276792424015
carry_s1_cos_w6_end28,0.21288268107432035
carry_s1_cos_w2_end26,0.21288531101887628
carry_s0p5_cos_w6_end18,0.21289038675794553
carry_s0p5_hard_end18,0.2128981904684922
carry_s0p5_cos_w2_end16,0.21290415002511817
carry_s1_hard_end24,0.2129235288469053
carry_s1_hard_end26,0.2129314977150898
carry_s2_cos_w2_end22,0.21294300058941815
carry_s1_cos_w4_end28,0.21294378668822633
carry_s1_cos_w6_end30,0.2129556026926477
carry_s1_hard_end30,0.2129576470947807
carry_s1_cos_w4_end20,0.21295995234359866
carry_s0p5_cos_w4_end16,0.2129742008424355
carry_s1_cos_w2_end30,0.2129772407549046
carry_s2_cos_w4_end22,0.21298274752519314
carry_s2_cos_w6_end24,0.21298353502801418
carry_s1_cos_w4_end30,0.21300425856755112
carry_s1_cos_w6_end20,0.21301139151717588
carry_s2_cos_w4_end24,0.21301663797717257
carry_s2_hard_end22,0.21301909038622507
carry_s0p5_cos_w6_end16,0.21302772117907215
carry_s2_cos_w6_end22,0.21303169337486333
carry_s1_cos_w2_end28,0.21303778193405165
carry_s0p5_hard_end14,0.21303869384039006
carry_s0p5_cos_w2_end14,0.21304283705393096
carry_s2_cos_w2_end20,0.21305396550305603
carry_s2_cos_w6_end26,0.21307865346748084
carry_s1_hard_end28,0.21308630130052722
carry_s1_cos_w4_end18,0.2130949703297845
carry_s1_hard_end16,0.2130972271010646
carry_s0p5_cos_w4_end14,0.2131086226747136
carry_s0p5_always,0.21311189518544968
carry_s1_cos_w6_end18,0.2131129778552675
carry_s2_cos_w4_end20,0.2131132030564062
carry_s1_cos_w2_end18,0.21311466929947362
carry_s2_cos_w2_end24,0.2131242865929254
carry_s1_cos_w2_end16,0.21312633570713663
carry_s2_hard_end20,0.21312744129803324
carry_s2_cos_w6_end20,0.21313579344077874
carry_s1_hard_end18,0.21313994811999337
