strategy,reference,n,rps_advantage,ci_low,ci_high,season_ci_low,season_ci_high
v2_full,bookmaker,925,-0.003562032921979247,-0.007414219144289058,0.0003386496866807401,-0.008108670063507784,0.0006024345990105969
v2_full,soft_blend_h17,925,0.003189888778823318,0.00039232690822169736,0.006010174567099089,0.0014133138014588828,0.00502323348126638
v2_full,soft_blend_h10,925,0.0035577610456142858,0.0006283477680662548,0.006541532629261856,0.0016371038868534628,0.005428335718851293
v2_full,cosine_taper_k30,925,0.004077362698038761,0.0008513872790894142,0.00731316804849387,0.001949067638154244,0.00608506562462524
v2_full,current_only,925,0.004166540897029155,0.0009391023163786487,0.007402959169012802,0.002005242289047169,0.006202300484389087
v2_full,updating_prior,925,0.005381101853700818,0.0018440663017057694,0.009013473942077141,0.0027563214519293546,0.008490047624052305
