strategy,reference,n,rps_advantage,ci_low,ci_high,season_ci_low,season_ci_high
soft_blend_h10_to_v2,bookmaker,3060,-0.0066832787573734105,-0.009024976761147604,-0.004366344978562383,-0.00787782990031193,-0.005350918711555514
soft_blend_h10_to_v2,soft_blend_h17_to_v2,3060,8.402474715828994e-05,-0.0002812180039193769,0.00045518858045425766,-0.00012138651138794612,0.0002729365265448181
soft_blend_h10_to_v2,cosine_taper_k30_to_v2,3060,0.00038367878710502236,-6.847792900312363e-05,0.0008316507806825464,0.00011869342486825936,0.0006439930434602888
soft_blend_h10_to_v2,updating_prior_to_v2,3060,0.0014483097240667463,0.0002163971560634079,0.0026838482441994605,0.0008480477868703036,0.00202247297251085
soft_blend_h10_to_v2,current_only_to_v2,3060,0.00398864487134632,0.0021603358939045803,0.005809852914974929,0.003035750750442648,0.00499531826876411
