summer_variance_scale,matchday,rps_fresh,rps_carry,n,fresh_minus_carry
1.0,1,0.4040721371207861,0.40295047150430513,9,0.0011216656164809713
1.0,2,0.2101462747209617,0.19851736769239361,9,0.011628907028568086
1.0,3,0.2140199866048653,0.22915504824765862,9,-0.015135061642793324
1.0,4,0.23406814303159143,0.22261183317752942,9,0.011456309854062013
1.0,5,0.19629101260046553,0.20073605370550368,9,-0.0044450411050381555
1.0,6,0.2044789489946778,0.1971546709668564,9,0.0073242780278214015
1.0,7,0.19050677572497726,0.1899431341527137,9,0.0005636415722635735
1.0,8,0.1536145261193378,0.15374887361656486,9,-0.00013434749722707195
1.0,9,0.20858817046366745,0.20658573678402523,9,0.0020024336796422293
1.0,10,0.17450740997773842,0.17640358891580585,9,-0.0018961789380674277
1.0,11,0.14314701150674206,0.16861125267654672,9,-0.02546424116980467
1.0,12,0.24611262706076317,0.23482381152417103,9,0.01128881553659214
1.0,13,0.2553032621665894,0.2469778397763792,9,0.008325422390210196
1.0,14,0.2155472872473111,0.2139189349439722,9,0.0016283523033388814
1.0,15,0.191079225802683,0.19707446186729702,9,-0.0059952360646140235
1.0,16,0.18059954846638301,0.17442259794218934,7,0.006176950524193675
1.0,17,0.11398861856555526,0.11113245749319726,9,0.0028561610723579905
1.0,18,0.13837952022562985,0.14497601676827693,10,-0.006596496542647073
1.0,19,0.2230053707403981,0.21385269689350417,9,0.009152673846893944
1.0,20,0.22032540805666134,0.20272630271189093,9,0.01759910534477041
1.0,21,0.18509201586120705,0.2077819286467014,9,-0.022689912785494343
1.0,22,0.16125672777000086,0.16886265230204098,9,-0.00760592453204012
1.0,23,0.20487525383561103,0.2226271374727738,9,-0.017751883637162763
1.0,24,0.241545951176903,0.2285293050302053,10,0.013016646146697702
1.0,25,0.16872041307347072,0.1767480763505497,9,-0.008027663277078989
1.0,26,0.20866901066915167,0.19081221523721886,9,0.017856795431932804
1.0,27,0.1483861907138901,0.17009913441091926,9,-0.02171294369702917
1.0,28,0.18267749770679034,0.18868674648052713,9,-0.006009248773736792
1.0,29,0.22388787736793786,0.22090415977815742,9,0.0029837175897804435
1.0,30,0.18396608025803085,0.19720315703519087,9,-0.013237076777160017
1.0,31,0.14330487220664556,0.1437317241787931,9,-0.000426851972147535
1.0,32,0.23340550486331782,0.24417531532391903,9,-0.010769810460601215
1.0,33,0.22315785563099652,0.19900114547971015,9,0.02415671015128637
1.0,34,0.2034936144517043,0.21410662534379124,9,-0.010613010892086938
