candidate,rps
bookmaker,0.19891760652088933
carry_s1_hard_end12,0.20553969544733544
carry_s1_cos_w6_end16,0.20554674691622105
carry_s1_cos_w2_end14,0.20554820396156945
carry_s1_cos_w4_end16,0.2055533218630939
carry_s1_hard_end14,0.2055566278639435
carry_s1_cos_w4_end14,0.20556290472233946
carry_s1_cos_w6_end18,0.2055909502276712
carry_s1_cos_w2_end16,0.2056025235421679
carry_s1_cos_w4_end24,0.20560594371994484
carry_s1_cos_w6_end24,0.20561307543928456
carry_s1_cos_w2_end24,0.20561570331030482
carry_s1_cos_w6_end14,0.20561918006292057
carry_s1_cos_w6_end26,0.20562452622448357
carry_s1_cos_w4_end22,0.20564385099441296
carry_s1_cos_w2_end22,0.2056455008816488
carry_s1_cos_w4_end18,0.20564704027815017
carry_s1_hard_end20,0.20564708388727457
carry_s1_cos_w2_end12,0.2056499039311558
carry_s1_hard_end22,0.20565229764455045
carry_s1_cos_w6_end22,0.20565472900144585
carry_s1_cos_w6_end20,0.20565816077593047
carry_s1_cos_w4_end26,0.2056633264821138
carry_s1_hard_end16,0.2056665794927742
carry_s1_cos_w6_end28,0.20566696339305368
carry_s1_cos_w2_end20,0.20567445012456667
carry_s1_cos_w4_end20,0.2056833948686114
carry_s1_hard_end26,0.20568813643061035
carry_s1_cos_w2_end18,0.20568870992752863
carry_s1_hard_end24,0.2056890458997366
carry_s1_cos_w4_end28,0.2056899319429782
carry_s1_cos_w2_end26,0.20569911792439194
carry_s1_cos_w4_end12,0.2056995543376055
carry_s1_hard_end30,0.20570281342524266
carry_s1_hard_end18,0.20570743436192732
carry_s1_cos_w6_end30,0.20570834606071867
carry_s1_cos_w2_end28,0.20571302301246608
carry_s1_cos_w2_end10,0.205722029890478
carry_s1_hard_end10,0.20572436226852464
carry_s1_hard_end28,0.2057324536325489
carry_s1_cos_w4_end30,0.20574572672449498
carry_s1_cos_w6_end12,0.20574850119374039
carry_s1_cos_w2_end30,0.20576422706922876
carry_s1_cos_w4_end10,0.20581662772925186
carry_s1_always,0.20582904402150934
carry_s1_cos_w6_end10,0.20589531781623865
carry_s1_hard_end8,0.2059075956150074
carry_s1_cos_w2_end8,0.2059621344156463
carry_s1_cos_w4_end8,0.20599897361619215
carry_s1_hard_end6,0.206026290450992
carry_s1_cos_w2_end6,0.2060370920413612
carry_s1_cos_w6_end8,0.20604887153618073
carry_s1_cos_w4_end6,0.2061207961114022
carry_s1_cos_w6_end6,0.2061762206942199
carry_s1_hard_end4,0.20618221028524805
carry_s1_cos_w2_end4,0.20625452824700777
carry_s1_cos_w4_end4,0.20631131480606868
carry_s1_cos_w6_end4,0.20631131480606868
fresh_always,0.20651719222488124
