summer_variance_scale,matchday,rps_fresh,rps_carry,n,fresh_minus_carry
1.0,1,0.20666855587114505,0.20382066547817426,99,0.0028478903929707866
1.0,2,0.219675456894253,0.21675847541361365,99,0.002916981480639347
1.0,3,0.2106527473032141,0.20502823322929584,99,0.0056245140739182575
1.0,4,0.21572671787997516,0.21186626864498545,99,0.00386044923498971
1.0,5,0.1879972108589091,0.18655638572919253,99,0.0014408251297165775
1.0,6,0.21046774422229908,0.2110296778252402,99,-0.0005619336029411282
1.0,7,0.20945033259360885,0.2048527745671927,99,0.004597558026416149
1.0,8,0.20956426297953273,0.20377720287397455,99,0.005787060105558184
1.0,9,0.1955588075919668,0.19511593391711005,99,0.0004428736748567641
1.0,10,0.20347892260589376,0.20560479684681085,99,-0.0021258742409170917
1.0,11,0.21226541464456075,0.20386086848321125,99,0.008404546161349502
1.0,12,0.19279666675051768,0.19332238974905136,99,-0.0005257229985336787
1.0,13,0.2195592302161862,0.2196097193738171,98,-5.048915763089523e-05
1.0,14,0.21239279050904286,0.2123804375639827,99,1.2352945060162268e-05
1.0,15,0.2259676202302566,0.22971832855556143,99,-0.00375070832530483
1.0,16,0.18830136893793306,0.18900947580348262,97,-0.0007081068655495626
1.0,17,0.2010988098590241,0.20179407373388358,99,-0.0006952638748594919
1.0,18,0.23734052477438877,0.23779001798758193,100,-0.00044949321319315283
1.0,19,0.18829995755188694,0.1857940078650135,99,0.0025059496868734543
1.0,20,0.21575891749352893,0.21623317324769836,99,-0.0004742557541694281
1.0,21,0.1944077077288803,0.19410768923222543,98,0.0003000184966548691
1.0,22,0.19332836994745375,0.19023972669481082,99,0.0030886432526429364
1.0,23,0.1947622520653419,0.19910033599431437,99,-0.004338083928972475
1.0,24,0.21053457613207482,0.21191065021443353,100,-0.001376074082358708
1.0,25,0.21574961918985647,0.2143287234189993,99,0.0014208957708571612
1.0,26,0.19382060430611353,0.19471439317472763,99,-0.0008937888686141038
1.0,27,0.21662467126756432,0.2172376672648606,99,-0.0006129959972962784
1.0,28,0.19441192660317821,0.1982740047254769,100,-0.00386207812229869
1.0,29,0.20497220859650808,0.2000633525356731,99,0.004908856060834993
1.0,30,0.19780547734079146,0.1981919496018434,98,-0.0003864722610519289
1.0,31,0.21610028193992775,0.2174415416851461,100,-0.0013412597452183428
1.0,32,0.18525333388776208,0.18587441157873585,100,-0.0006210776909737759
1.0,33,0.22323468216210537,0.22195277025601515,99,0.0012819119060902273
1.0,34,0.2169985274357794,0.2202075520876409,99,-0.0032090246518614862
