candidate,rps
bookmaker,0.19891760652088933
carry_s1_cos_w4_end30,0.2055102223845368
carry_s1_hard_end28,0.2055133025685956
carry_s1_cos_w2_end28,0.20552541523702406
carry_s1_cos_w2_end30,0.20553645456772593
carry_s1_cos_w6_end30,0.20553679971039823
carry_s1_hard_end30,0.20558127607573543
carry_s1_cos_w4_end28,0.20558487241067283
carry_s1_always,0.20561364411169006
carry_s1_cos_w6_end28,0.20563235801343524
carry_s1_hard_end26,0.20565433624893054
carry_s1_cos_w2_end26,0.20566071603886435
carry_s1_cos_w4_end26,0.20569941916479548
carry_s1_cos_w6_end26,0.2057047003377042
carry_s1_cos_w2_end22,0.20572468483827586
carry_s1_cos_w4_end24,0.20573098119382421
carry_s1_cos_w6_end24,0.20573343583692189
carry_s1_hard_end22,0.20574121113484659
carry_s1_hard_end24,0.20575230480212855
carry_s1_cos_w2_end24,0.20575481007782703
carry_s1_cos_w4_end22,0.20576344362171606
carry_s1_hard_end20,0.20580622510528443
carry_s1_cos_w6_end22,0.20582539913160303
carry_s1_cos_w2_end20,0.2058468820911012
carry_s1_cos_w4_end20,0.20591092018275114
carry_s1_hard_end18,0.20595519651692124
carry_s1_cos_w6_end20,0.2059665570569053
carry_s1_cos_w2_end18,0.20599666259686705
carry_s1_cos_w4_end18,0.2060441748808415
carry_s1_hard_end16,0.20605416097127158
carry_s1_cos_w6_end18,0.20608647538751745
carry_s1_cos_w2_end16,0.206120718220547
carry_s1_cos_w4_end16,0.2061477353435279
carry_s1_hard_end14,0.20615053578912526
carry_s1_cos_w2_end14,0.20617006218223216
carry_s1_cos_w6_end16,0.2061755577158229
carry_s1_cos_w4_end14,0.20622232116200487
carry_s1_cos_w4_end8,0.20623715459265143
carry_s1_cos_w6_end14,0.20624531523718667
carry_s1_hard_end6,0.20624726440802504
carry_s1_cos_w6_end10,0.20625172385717222
carry_s1_cos_w2_end8,0.20625741825785682
carry_s1_cos_w2_end6,0.2062604663769302
carry_s1_cos_w6_end8,0.20626904048011876
carry_s1_hard_end12,0.20627105403247045
carry_s1_hard_end10,0.20627550091275218
carry_s1_cos_w6_end12,0.20628077134622755
carry_s1_cos_w4_end10,0.20628605185331994
carry_s1_cos_w4_end12,0.20629367255404069
carry_s1_hard_end8,0.2062965671970323
carry_s1_cos_w2_end12,0.20630170529246394
carry_s1_cos_w2_end10,0.2063074021587374
carry_s1_cos_w4_end6,0.20632513910080094
carry_s1_hard_end4,0.20636563692208154
carry_s1_cos_w6_end6,0.20637260652069744
carry_s1_cos_w2_end4,0.20643339074731018
carry_s1_cos_w4_end4,0.20648873845585852
carry_s1_cos_w6_end4,0.20648873845585852
fresh_always,0.2066951273250194
