summer_variance_scale,matchday,rps_fresh,rps_carry,n,fresh_minus_carry
1.0,1,0.20666846626578664,0.20382062930243058,99,0.002847836963356054
1.0,2,0.21960675439422478,0.2165602482724077,99,0.0030465061218170886
1.0,3,0.21006375220932097,0.20475542159460625,99,0.0053083306147147236
1.0,4,0.21411938975682493,0.21173367229845938,99,0.0023857174583655494
1.0,5,0.1893505661443977,0.18771161812484244,99,0.0016389480195552475
1.0,6,0.20953528599407228,0.20918780021307862,99,0.0003474857809936671
1.0,7,0.208036851350894,0.21006063195813426,99,-0.002023780607240261
1.0,8,0.2048026722812732,0.20684838530327773,99,-0.0020457130220045416
1.0,9,0.19520806711206665,0.19244610042453797,99,0.0027619666875286775
1.0,10,0.20181006357113054,0.20469212969061176,99,-0.002882066119481219
1.0,11,0.20775121909092065,0.2047179590418609,99,0.0030332600490597383
1.0,12,0.19355502405306707,0.19151511174327868,99,0.0020399123097883942
1.0,13,0.22268060996647823,0.22060190498248924,98,0.002078704983988988
1.0,14,0.2107908053882363,0.2127949808556152,99,-0.0020041754673789103
1.0,15,0.23060720523250433,0.22532628595810067,99,0.0052809192744036615
1.0,16,0.1846258310474171,0.18485530153886306,97,-0.00022947049144597664
1.0,17,0.20470061876758266,0.2011109925957285,99,0.0035896261718541544
1.0,18,0.2419366981420863,0.2404158752768448,100,0.0015208228652414946
1.0,19,0.1916313607019486,0.188102517418663,99,0.003528843283285621
1.0,20,0.21764694127789316,0.21533391674669072,99,0.00231302453120244
1.0,21,0.193809312143262,0.19391290810341816,98,-0.0001035959601561609
1.0,22,0.18891668923036967,0.1902119259553933,99,-0.0012952367250236296
1.0,23,0.19814333614647864,0.19722528410904128,99,0.0009180520374373613
1.0,24,0.2132172112034781,0.2110590680148981,100,0.002158143188580014
1.0,25,0.214571695689379,0.21342070749537384,99,0.0011509881940051647
1.0,26,0.19709188783823844,0.19387263899393756,99,0.003219248844300887
1.0,27,0.21639362037028562,0.21481772408319835,99,0.001575896287087264
1.0,28,0.19527759271268458,0.19526257804881866,100,1.5014663865914324e-05
1.0,29,0.20124846291228027,0.20357472848217129,99,-0.0023262655698910173
1.0,30,0.19745183297651905,0.2009103781194774,98,-0.003458545142958347
1.0,31,0.21301662263690818,0.2138044980599793,100,-0.0007878754230711271
1.0,32,0.19037826331384292,0.18766129297003936,100,0.002716970343803554
1.0,33,0.2249990419721366,0.2226037378779527,99,0.0023953040941838977
1.0,34,0.217277112804874,0.21929790050599426,99,-0.002020787701120269
