candidate,rps
bookmaker,0.19230686111966772
fixed_carry_v2,0.2047639404061445
n144_carry_v2,0.20480600569905236
n72_carry_v2,0.2054085241172133
n36_carry_v2,0.20541858672207527
n18_carry_v2,0.20644796773044896
n9_carry_v2,0.2072102989517928
fixed_fresh_v2,0.2077572311997286
n144_fresh_v2,0.2081441377614993
n72_fresh_v2,0.20862318104955793
n36_fresh_v2,0.20895073038214101
n4p5_carry_v2,0.20993903454552584
n18_fresh_v2,0.2104558980546008
n9_fresh_v2,0.21179446759460477
n4p5_fresh_v2,0.21343952281080456
n0_carry_v2,0.23277245533148241
n0_fresh_v2,0.23804078194646933
