test_season,selected_candidate,train_rps,test_rps,baseline_rps,bookmaker_rps
2018/19,n144_carry_v2,0.20911958849185716,0.2071992765655223,0.21603882107134476,0.20391189512124508
2019/20,n144_carry_v2,0.20863951051027346,0.20357426106394796,0.20726881612092202,0.19061505734955453
2020/21,fixed_carry_v2,0.20747370943884783,0.18553511114124685,0.25689087614573164,0.1778960925973752
2021/22,fixed_carry_v2,0.20381727638924768,0.19090590899813545,0.20512407290589582,0.17696452783038824
2022/23,fixed_carry_v2,0.2019727953333745,0.2213649185267071,0.2660771839186209,0.21613707639024382
2023/24,fixed_carry_v2,0.2043968107325411,0.1896003846082549,0.2397056500337575,0.16326920729925004
2024/25,fixed_carry_v2,0.20275276338539816,0.2116241328211218,0.2516748586647353,0.1847197328622517
2025/26,n144_carry_v2,0.20362953711090095,0.21657069158056627,0.23736505851889145,0.20339326658427442
