strategy,reference,n,rps_advantage,ci_low,ci_high
v2_full,bookmaker,925,-0.003562032921979247,-0.007414219144289058,0.0003386496866807401
v2_full,soft_blend_h17,925,0.003189888778823318,0.0004306645890420591,0.005994327655192297
v2_full,soft_blend_h10,925,0.0035577610456142858,0.0005670669894081122,0.00657329101010303
v2_full,cosine_taper_k30,925,0.004077362698038761,0.000867739451692103,0.007285053115975787
v2_full,current_only,925,0.004166540897029155,0.000909579555212594,0.0073970003824109145
v2_full,updating_prior,925,0.005381101853700818,0.0018072985949771762,0.008967557716132652
