summer_variance_scale,matchday,rps_fresh,rps_carry,n,fresh_minus_carry
1.0,1,0.2123005725624951,0.21386473761225513,27,-0.0015641650497600357
1.0,2,0.20438103489351217,0.19820760202406207,27,0.006173432869450102
1.0,3,0.21876612074065077,0.2081525308778472,27,0.010613589862803557
1.0,4,0.20936949440119587,0.2017089544931349,27,0.0076605399080609815
1.0,5,0.2101671927530475,0.20055621469991639,27,0.009610978053131103
1.0,6,0.22899398875946467,0.22430859991969165,27,0.004685388839773014
1.0,7,0.18911733672074116,0.18719428675816768,27,0.0019230499625734754
1.0,8,0.17358496200226223,0.1634751576094132,27,0.010109804392849031
1.0,9,0.17822296884396785,0.18023570028885189,27,-0.002012731444884036
1.0,10,0.20296212577196315,0.20712712802820954,27,-0.004165002256246386
1.0,11,0.14979281746299195,0.14806370259558368,27,0.0017291148674082601
1.0,12,0.19551493194421646,0.19867811306959407,27,-0.003163181125377612
1.0,13,0.19295676565319855,0.19560797072860384,26,-0.002651205075405283
1.0,14,0.24722213921981276,0.23968345960808543,27,0.007538679611727328
1.0,15,0.2076964123900098,0.2067905806414263,27,0.0009058317485834966
1.0,16,0.16816212408314965,0.16531511828842088,25,0.0028470057947287686
1.0,17,0.1843600516626358,0.18445249000860808,27,-9.243834597227885e-05
1.0,18,0.20004456439250445,0.2048394558016153,28,-0.004794891409110852
1.0,19,0.20287529486587838,0.20060012950074219,27,0.0022751653651361947
1.0,20,0.19541755099873748,0.1923518152348703,28,0.003065735763867178
1.0,21,0.18711633349951187,0.18362672184568304,27,0.003489611653828828
1.0,22,0.2158787890801779,0.21377309890105725,27,0.002105690179120656
1.0,23,0.18819329462697074,0.18903634909664468,27,-0.0008430544696739484
1.0,24,0.22654290674756528,0.2257448418423951,28,0.000798064905170176
1.0,25,0.2353057760792446,0.23420149261841305,27,0.001104283460831551
1.0,26,0.19419626600181517,0.19686364317153424,27,-0.0026673771697190707
1.0,27,0.21854437887188893,0.2161490251851248,27,0.0023953536867641345
1.0,28,0.19929237016382972,0.1993373007364625,27,-4.4930572632773114e-05
1.0,29,0.2020876692032352,0.202966045523174,27,-0.000878376319938784
1.0,30,0.18589694226043424,0.1854001777072121,27,0.0004967645532221454
1.0,31,0.18067573334784712,0.18206889849045438,27,-0.001393165142607261
1.0,32,0.20702717808485346,0.20666901158565126,27,0.00035816649920220045
1.0,33,0.19422804768372953,0.192692919577833,27,0.0015351281058965383
1.0,34,0.19384416944069133,0.1966929938100144,27,-0.002848824369323072
