season,season_game,holdout_game,actual_result,actual_result_idx,p_home_v2,p_draw_v2,p_away_v2,p_home_book,p_draw_book,p_away_book,rps_v2,rps_book,d_book_v2,rps_paper,d_paper_v2,matched_season_game,date,home_team,away_team,home_goals,away_goals,AvgA,AvgCA,AvgCD,AvgCH,AvgD,AvgH,B365A,B365CA,B365CD,B365CH,B365D,B365H,BbAvA,BbAvD,BbAvH,PSA,PSCA,PSCD,PSCH,PSD,PSH,rps_v2_recomputed,rps_current_closing,p_home_pinnacle_open,p_draw_pinnacle_open,p_away_pinnacle_open,rps_pinnacle_open,p_home_bet365_open,p_draw_bet365_open,p_away_bet365_open,rps_bet365_open,p_home_market_avg_open,p_draw_market_avg_open,p_away_market_avg_open,rps_market_avg_open,p_home_betbrain_avg_open,p_draw_betbrain_avg_open,p_away_betbrain_avg_open,rps_betbrain_avg_open
2016/17,272,58,away_win,2,0.1974012243194091,0.2551977856701608,0.5474009900104301,0.1192571606065455,0.1805329392607373,0.7002099001327172,0.1219065536031702,0.0520481871671854,-0.0698583664359848,0.194844743781242,0.0729381901780717,276,2017-04-29,Wolfsburg,Bayern Munich,0,6,,,,,,,1.4,,,,4.75,8.0,1.39,4.86,8.03,1.41,1.4,5.43,8.22,5.01,8.78,0.12190655360317024,0.052048187167185386,0.11136545292022759,0.1951674005268659,0.6934671465529065,0.053182327173272356,0.11906893464637423,0.20053715308863027,0.6803939122649956,0.058162731257548964,,,,,0.1186346322368548,0.19601565779052343,0.6853497099726217,0.05653949049014351
2016/17,271,57,away_win,2,0.4098907450567181,0.2855372662465799,0.304571988696702,0.4453834249730786,0.2831917731042696,0.2714248019226518,0.3258152708942057,0.3645941072470986,0.0387788363528929,0.3678779596229763,0.0420626887287706,271,2017-04-28,Leverkusen,Schalke 04,1,4,,,,,,,3.5,,,,3.5,2.1,3.44,3.48,2.12,3.63,3.61,3.46,2.2,3.57,2.13,0.3258152708942057,0.3645941072470985,0.4579980279270969,0.27325932758675525,0.26874264448614776,0.3722497567891111,0.4545454545454546,0.27272727272727276,0.27272727272727276,0.3677685950413223,,,,,0.44934238183892855,0.27373731307428983,0.2769203050867816,0.36237641065623716
2016/17,270,56,draw,1,0.4544165650103184,0.2884361632867943,0.2571472717028872,0.3192659227344018,0.2545834760505489,0.4261506012150494,0.1363095669500077,0.1417675321676985,0.0054579652176907,0.1269321750126202,-0.0093773919373874,270,2017-04-23,Schalke 04,RB Leipzig,1,1,,,,,,,2.3,,,,3.5,3.0,2.38,3.41,2.96,2.41,2.3,3.85,3.07,3.55,3.09,0.13630956695000773,0.1417675321676985,0.31720049384730037,0.27609845802483324,0.40670104812786634,0.13301094792263815,0.3163064833005893,0.2711198428290766,0.41257367387033395,0.13513341387442537,,,,,0.32136436711517297,0.2789555796659565,0.39968005321887057,0.1315096006961874
2016/17,269,55,home_win,0,0.3743883451879113,0.2795267508861623,0.3460849039259257,0.2699739512460635,0.278410637222503,0.4516154115314335,0.2555823516810688,0.3684472558959955,0.1128649042149266,0.2459514669932088,-0.0096308846878599,269,2017-04-23,Freiburg,Leverkusen,2,1,,,,,,,2.1,,,,3.6,3.4,2.12,3.49,3.41,2.12,2.17,3.52,3.63,3.65,3.63,0.25558235168106885,0.3684472558959955,0.2697755821372167,0.2682973597693415,0.46192705809344176,0.3733021537209513,0.28062360801781744,0.26503340757238314,0.4543429844097996,0.361964970411853,,,,,0.2788958456626547,0.27250281768184886,0.44860133665549645,0.360617180325838
2016/17,268,54,home_win,0,0.6545587648120464,0.22629612049293,0.1191451146950236,0.5325279788565214,0.277578323256657,0.1898936978868215,0.0667626026619346,0.1272948535245502,0.0605322508626155,0.1786568528651635,0.1118942502032288,268,2017-04-22,Ein Frankfurt,Augsburg,3,1,,,,,,,5.0,,,,3.6,1.75,5.04,3.59,1.74,5.41,5.16,3.53,1.84,3.75,1.76,0.06676260266193468,0.12729485352455022,0.5572095986992263,0.2615170383228368,0.1812733629779368,0.11446168580471558,0.5446293494704992,0.264750378214826,0.19062027231467474,0.12184925879049076,,,,,0.546472645561133,0.2648641791856188,0.18866317525324827,0.1206404274604778
2016/17,267,53,draw,1,0.7318176447654205,0.1814328111699472,0.0867495440646321,0.8365822554199307,0.1136819092730916,0.0497358353069775,0.2715412742927144,0.3511717616985905,0.079630487405876,0.2393021607876904,-0.0322391135050239,267,2017-04-22,Bayern Munich,Mainz,2,2,,,,,,,17.0,,,,7.0,1.18,16.02,7.11,1.18,17.53,19.68,8.61,1.17,7.72,1.2,0.2715412742927144,0.3511717616985905,0.8170638936048435,0.12700475030127104,0.055931356093885456,0.33536086141360405,0.8077654086342655,0.13616616888406188,0.05606842248167254,0.3278143116928326,,,,,0.806697942428801,0.13388235894036357,0.05941969863083552,0.32714613545212023
2016/17,266,52,away_win,2,0.6037935301835295,0.2271469821423735,0.1690594876740971,0.7319054175634634,0.1745112561450251,0.0935833262915115,0.5275143810579614,0.6786383633177541,0.1511239822597926,0.4670608917606622,-0.0604534892972992,266,2017-04-22,Hamburg,Darmstadt,1,2,,,,,,,8.0,,,,4.75,1.4,7.7,4.64,1.42,8.0,10.48,5.62,1.34,4.9,1.45,0.5275143810579614,0.6786383633177541,0.6769709006130732,0.20032812365080732,0.1227009757361195,0.6139715891256161,0.6803939122649956,0.20053715308863027,0.11906893464637423,0.6194877088761703,,,,,0.6709382769836322,0.20533024855964604,0.12373147445672175,0.609002350189778
2016/17,265,51,home_win,0,0.2923121253148718,0.3147463510984655,0.3929415235866627,0.3369682006263859,0.2971446860069039,0.36588711336671,0.3276125844674808,0.2867422733542181,-0.0408703111132627,0.1655102260324255,-0.1621023584350553,265,2017-04-22,Hertha,Wolfsburg,1,0,,,,,,,2.9,,,,3.3,2.5,2.92,3.28,2.47,3.0,2.68,3.3,2.91,3.39,2.55,0.3276125844674808,0.28674227335421815,0.3842883863288557,0.28906648529161705,0.32664512837952725,0.24289891555180113,0.38173115277223774,0.2891902672516952,0.329078579976067,0.24527453962570536,,,,,0.3847723730093687,0.2897523662601038,0.32547526073052757,0.2422195891800642
2016/17,264,50,away_win,2,0.4557027023936101,0.2689901855691124,0.2753071120372776,0.4283276388682568,0.2679973478164775,0.3036750133152656,0.3664223674162952,0.3341665266499756,-0.0322558407663196,0.3161729699739554,-0.0502493974423398,264,2017-04-22,Ingolstadt,Werder Bremen,2,4,,,,,,,3.2,,,,3.5,2.2,3.16,3.47,2.25,3.22,3.23,3.66,2.29,3.66,2.29,0.3664223674162952,0.3341665266499756,0.42792406791477255,0.2677448403073303,0.3043310917778972,0.3335371188838297,0.4317656129529684,0.27139552814186585,0.2968388589051658,0.34042856743722094,,,,,0.42364977378712426,0.2747008619657146,0.30164936424716127,0.3335863706431379
2016/17,263,49,away_win,2,0.233844503808352,0.244759864216965,0.5213956319746826,0.2849829937815646,0.2481877211667296,0.4668292850517058,0.1418726965271438,0.1827431590115892,0.0408704624844454,0.2975830530606728,0.155710356533529,263,2017-04-22,M'gladbach,Dortmund,2,3,,,,,,,2.05,,,,3.7,3.5,2.03,3.7,3.49,2.05,2.1,3.95,3.44,3.94,3.59,0.14187269652714374,0.18274315901158927,0.27304596516018675,0.24879061292514473,0.4781634219146685,0.1734337566590331,0.273727896066402,0.2589317935763262,0.4673403103572718,0.1793266530276133,,,,,0.27304089251763985,0.2575439769963684,0.46941513048599176,0.1780358163720133
2016/17,282,68,draw,1,0.3900785679715101,0.2675054410725664,0.3424159909559235,0.4169764788162108,0.2768064195531343,0.3062171016306548,0.1347050000265155,0.1338191486085223,-0.0008858514179931,0.1388129551001561,0.0041079550736405,282,2017-05-06,Ingolstadt,Leverkusen,1,1,,,,,,,2.9,,,,3.5,2.38,2.84,3.48,2.44,2.98,3.2,3.54,2.35,3.61,2.46,0.13470500002651553,0.1338191486085224,0.39889206947184197,0.271821188615161,0.32928674191299706,0.13377232074360274,0.39988968560397137,0.2719249862107005,0.3281853281853282,0.13380868514427732,,,,,0.3905785646538097,0.2738539361365792,0.33556749920961115,0.13257858084641128
2016/17,284,70,away_win,2,0.4564293409664101,0.3175020118456244,0.2260686471879655,0.3811119254528322,0.2690817715422469,0.349806303004921,0.4036487410802487,0.2839990716672468,-0.1196496694130018,0.40234100355952,-0.0013077375207287,284,2017-05-06,Ein Frankfurt,Wolfsburg,0,2,,,,,,,2.7,,,,3.4,2.6,2.73,3.32,2.62,2.79,2.8,3.64,2.57,3.48,2.67,0.40364874108024856,0.28399907166724686,0.3670761169144918,0.28163598625336006,0.35128789683214806,0.2777861342027397,0.36661341853035134,0.28035143769968046,0.353035143769968,0.2764844619216282,,,,,0.3637866953513201,0.28708468127122255,0.34912862337745737,0.27798715431057897
2016/17,285,71,home_win,0,0.8706438225311105,0.0724171388966906,0.0569390385721988,0.9010479709498632,0.0672700197489966,0.0316820093011403,0.0099875373814445,0.0053976268832483,-0.0045899104981962,0.0542433234762282,0.0442557860947836,285,2017-05-06,Bayern Munich,Darmstadt,1,0,,,,,,,26.0,,,,13.0,1.07,34.19,12.18,1.07,48.75,31.0,14.6,1.09,13.0,1.08,0.009987537381444592,0.005397626883248323,0.9047884187082407,0.07516703786191539,0.020044543429844103,0.004733514466694098,0.8901061280383429,0.0732625813077713,0.03663129065388565,0.006709257274847276,,,,,0.8935395572278603,0.07849649640671678,0.027963946365422945,0.0060579040857841465
2016/17,286,72,home_win,0,0.634500198819528,0.2161645471053269,0.1493352540751448,0.650841647397442,0.1965541775140274,0.1526041750885306,0.0779455613863263,0.0725997947232915,-0.0053457666630347,0.1950040969161654,0.1170585355298391,286,2017-05-06,Dortmund,Hoffenheim,2,1,,,,,,,5.75,,,,4.75,1.5,5.85,4.83,1.49,6.88,6.44,5.0,1.51,5.11,1.47,0.07794556138632636,0.07259979472329157,0.6660742941262284,0.19161041337877804,0.14231529249499358,0.06588000976061609,0.6342525399129173,0.20029027576197386,0.16545718432510886,0.0805736422024726,,,,,0.6397177186559713,0.19734563163507188,0.1629366497089568,0.07817583703441859
2016/17,306,92,home_win,0,0.2688419174079906,0.2869363914230934,0.4442216911689159,0.3965946655798578,0.2803514015305891,0.3230539328895531,0.3659625263222977,0.2342309205810457,-0.1317316057412519,0.2226589286310153,-0.1433035976912823,300,2017-05-20,Hamburg,Wolfsburg,2,1,,,,,,,2.7,,,,3.4,2.6,2.69,3.33,2.62,2.72,3.02,3.48,2.46,3.5,2.72,0.3659625263222977,0.2342309205810458,0.36008230452674894,0.27983539094650206,0.36008230452674894,0.2695769615065454,0.36661341853035134,0.28035143769968046,0.353035143769968,0.262906187161245,,,,,0.36221851104524444,0.2849887384199821,0.35279275053477344,0.2656139762416179
2016/17,305,91,away_win,2,0.2914649975619565,0.2948157666881005,0.4137192357499433,0.4600289124316472,0.2662667346411436,0.273704352927209,0.2143384896667111,0.369565983614964,0.1552274939482529,0.3547849798451538,0.1404464901784427,298,2017-05-20,Hertha,Leverkusen,2,6,,,,,,,3.8,,,,3.4,2.05,3.73,3.47,2.02,3.96,3.58,3.68,2.13,3.66,2.02,0.21433848966671107,0.369565983614964,0.484962858863682,0.2676570969684802,0.24738004416783782,0.40081288619702066,0.46676300578034685,0.2814306358381503,0.2518063583815029,0.38883071446172607,,,,,0.4708790669077495,0.27411403894917985,0.25500689414307076,0.38837091171313337
2016/17,304,90,draw,1,0.7052390891710961,0.1737540305923879,0.1210068802365161,0.7833152762730229,0.1354279523293607,0.0812567713976164,0.2560024189797259,0.3100927424703233,0.0540903234905974,0.165594588757644,-0.0904078302220819,306,2017-05-20,M'gladbach,Darmstadt,2,2,,,,,,,8.5,,,,5.5,1.33,8.51,5.4,1.34,9.02,12.05,7.23,1.25,5.86,1.35,0.2560024189797259,0.31009274247032337,0.7246151905814227,0.1669335336663687,0.1084512757522085,0.26841442681681654,0.7151598592626587,0.17293865687624294,0.11190148386109836,0.2619877831954507,,,,,0.7114349144030194,0.17654125653704558,0.11202382905993492,0.2593444878544406
2016/17,303,89,draw,1,0.6712699883214415,0.1999905784325879,0.1287394332459705,0.6770823239219487,0.192881997973836,0.1300356781042153,0.2335886194467809,0.2376748754737848,0.0040862560270039,0.2348279080121563,0.0012392885653753,299,2017-05-20,Hoffenheim,Augsburg,0,0,,,,,,,8.5,,,,5.0,1.36,7.89,5.38,1.35,8.06,7.55,5.09,1.45,5.68,1.39,0.23358861944678094,0.23767487547378485,0.7056292135870554,0.17268038853626885,0.1216903978766758,0.256360570001435,0.6983240223463686,0.18994413407821228,0.11173184357541899,0.2500702225273867,,,,,0.7032190408977729,0.1764583095189579,0.12032264958326915,0.25449727974196085
2016/17,302,88,draw,1,0.3316273442447442,0.2824304700708224,0.3859421856844333,0.3982582556032004,0.2591839441227178,0.3425578002740815,0.1294640330708498,0.1379777423423608,0.008513709271511,0.1336601503137904,0.0041961172429405,301,2017-05-20,Ingolstadt,Schalke 04,1,1,,,,,,,2.6,,,,3.5,2.63,2.57,3.52,2.62,2.62,2.86,3.78,2.46,3.77,2.68,0.12946403307084986,0.13797774234236093,0.36579440498322385,0.26003421892706635,0.3741713760897099,0.13690488270094894,0.3619297617627173,0.2719643638388418,0.3661058743984409,0.13251333185933212,,,,,0.3618241594739663,0.2693123005175545,0.36886354000847926,0.13348851676331458
2016/17,301,87,home_win,0,0.7913236933913017,0.1234504208827101,0.0852258857259882,0.8252276604701659,0.102829415283717,0.071942924246117,0.0254046262688133,0.017860577506907,-0.0075440487619062,0.1306833493030938,0.1052787230342805,303,2017-05-20,Dortmund,Werder Bremen,4,3,,,,,,,12.0,,,,7.5,1.2,11.32,7.57,1.2,11.81,13.65,9.55,1.19,8.38,1.23,0.025404626268813332,0.017860577506907067,0.7994071154226726,0.11733541192958083,0.0832574726477466,0.02358465604737162,0.7936507936507936,0.12698412698412698,0.07936507936507936,0.024439405391786358,,,,,0.7908091885965721,0.12535944865467458,0.08383136274875323,0.025394246477968792
2016/17,300,86,home_win,0,0.8174210157103089,0.1129370455672559,0.0696419387224348,0.8461288952245978,0.102883597322907,0.0509875074524952,0.0190925425666373,0.0131380214005105,-0.0059545211661268,0.0479726749486331,0.0288801323819958,304,2017-05-20,Bayern Munich,Freiburg,4,1,,,,,,,15.0,,,,8.0,1.17,13.65,7.81,1.18,14.3,19.25,9.54,1.16,8.7,1.2,0.019092542566637345,0.013138021400510534,0.8184329978290902,0.11288731004539175,0.06867969212551804,0.018841738193893558,0.8168266285480907,0.11946089442515825,0.06371247702675106,0.0188058818689717,,,,,0.808057800655351,0.12208811840887504,0.06985408093577393,0.020860700256321307
2016/17,299,85,draw,1,0.3819161858732316,0.3180422956376786,0.3000415184890898,0.3356398781542627,0.2800195554886992,0.3843405663570382,0.1179424429245977,0.1301858993775285,0.0122434564529307,0.1450820850642902,0.0271396421396924,302,2017-05-20,Ein Frankfurt,RB Leipzig,2,2,,,,,,,1.91,,,,3.6,4.0,1.93,3.73,3.76,1.97,2.55,3.5,2.92,3.93,3.86,0.1179424429245978,0.13018589937752856,0.25370542107281074,0.2491864949977225,0.4971080839294667,0.155741443894879,0.23779222575736617,0.2642135841748513,0.49799419006778256,0.15227167798595448,,,,,0.2527659275644739,0.25479889749126594,0.49243517494426015,0.1531915078299565
2016/17,298,84,home_win,0,0.3920258492741662,0.3232098978381204,0.2847642528877135,0.6631663572153207,0.1920716651034588,0.1447619776812204,0.2253616238367482,0.0672064665468875,-0.1581551572898607,0.142019557105637,-0.0833420667311112,305,2017-05-20,FC Koln,Mainz,2,0,,,,,,,5.5,,,,4.0,1.62,5.33,4.11,1.62,5.47,6.78,5.11,1.48,4.24,1.66,0.22536162383674826,0.06720646654688757,0.5899764444919287,0.2309813438341041,0.17904221167396736,0.10008771481629308,0.5883926183471516,0.23829901043059643,0.17330837122225196,0.09972821408341175,,,,,0.5888932796761212,0.23211851899642733,0.17898820132745147,0.10052275585494613
2016/17,262,48,draw,1,0.3523614469668828,0.2904287643965257,0.3572097886365913,0.3258964643203695,0.268752974686113,0.4053505609935175,0.1258787112031968,0.1352587913771386,0.0093800801739417,0.1388631967598831,0.0129844855566862,262,2017-04-21,FC Koln,Hoffenheim,1,1,,,,,,,2.38,,,,3.4,3.0,2.37,3.46,2.97,2.43,2.42,3.65,3.01,3.6,3.02,0.12587871120319685,0.13525879137713862,0.3244975629298258,0.2722174000133538,0.40328503705682045,0.13396874473065862,0.3181818181818181,0.2807486631016043,0.40106951871657753,0.13104821413251738,,,,,0.32138364040399287,0.27586977225429454,0.4027465873417126,0.13274612896735938
2016/17,297,83,draw,1,0.4535970389561127,0.2875875029788771,0.2588154580650103,0.4376009409767309,0.2908682812426935,0.2715307777805754,0.1363678575415771,0.1326117734129223,-0.0037560841286548,0.1434132152326103,0.0070453576910332,292,2017-05-13,Leverkusen,FC Koln,2,2,,,,,,,3.5,,,,3.5,2.1,3.35,3.52,2.14,3.4,3.61,3.37,2.24,3.71,2.19,0.13636785754157713,0.13261177341292232,0.447544607218759,0.2641840134256286,0.28827137935561237,0.14169828180309035,0.4545454545454546,0.27272727272727276,0.27272727272727276,0.14049586776859505,,,,,0.4450852652318656,0.27059161011255467,0.2843231246555798,0.13947026627021625
2016/17,295,81,away_win,2,0.4028925371093288,0.284308480111825,0.312798982778846,0.3566152309350437,0.2747036092636891,0.368681159801267,0.3172838172640902,0.2628689504623638,-0.0544148668017263,0.3370402328445567,0.0197564155804665,290,2017-05-13,Darmstadt,Hertha,0,2,,,,,,,2.15,,,,3.4,3.5,2.15,3.39,3.44,2.16,2.66,3.57,2.75,3.55,3.62,0.3172838172640902,0.26286895046236386,0.2705888165091644,0.27592437063751407,0.45348681285332165,0.18594748567252528,0.2734243501028614,0.28146624275294563,0.44510940714419306,0.19133222263452054,,,,,0.2766443610249715,0.2807246613350743,0.4426309776399543,0.193596164786754
2016/17,294,80,draw,1,0.4477340937415269,0.2897894189084905,0.2624764873499823,0.3744567346253568,0.268788121840667,0.3567551435339763,0.1346798625550659,0.1337460392721164,-0.0009338232829495,0.1519866370799439,0.0173067745248779,291,2017-05-13,Freiburg,Ingolstadt,1,1,,,,,,,2.9,,,,3.5,2.38,2.94,3.51,2.35,3.06,2.75,3.65,2.62,3.68,2.37,0.13467986255506598,0.13374603927211642,0.4134740367033112,0.2662862682029477,0.32023969509374106,0.13675712067073173,0.39988968560397137,0.2719249862107005,0.3281853281853282,0.13380868514427732,,,,,0.405049279935942,0.271186839843152,0.32376388022090596,0.13444398465616111
2016/17,293,79,away_win,2,0.2958089022808877,0.2508356451818455,0.453355452537267,0.3322078967164074,0.2322306386998583,0.4355614645837342,0.1931615839696801,0.2144764734517991,0.021314889482119,0.3619479949415065,0.1687864109718264,296,2017-05-13,Werder Bremen,Hoffenheim,3,5,,,,,,,2.55,,,,3.6,2.63,2.54,3.69,2.6,2.61,2.25,4.22,2.95,3.89,2.63,0.19316158396968006,0.2144764734517991,0.3726122013072567,0.2519203314750861,0.3754674672176571,0.2644403685332838,0.36206590546056916,0.26450925871147135,0.3734248358279596,0.26184407812710064,,,,,0.36653813363784976,0.2582653516147451,0.37519651474740523,0.26236479929725387
2016/17,292,78,home_win,0,0.3467718543361555,0.3648000952563368,0.2884280504075079,0.5247118060156353,0.2725586325692328,0.2027295614151318,0.2549488752746502,0.1334990712062454,-0.1214498040684048,0.1874642235454386,-0.0674846517292116,293,2017-05-13,Mainz,Ein Frankfurt,4,2,,,,,,,5.0,,,,3.8,1.7,4.88,3.8,1.72,5.22,4.84,3.6,1.87,3.91,1.75,0.2549488752746503,0.1334990712062454,0.5609093182586423,0.2510463700646098,0.18804431167674793,0.11408064497303608,0.5594817432273262,0.2502944640753828,0.19022379269729095,0.11512071292908863,,,,,0.5539888150662013,0.25075283208259636,0.1952583528512021,0.11852590072210788
2016/17,291,77,away_win,2,0.1992887530143674,0.276132877189626,0.5245783697960065,0.1992238033635187,0.2173350582147477,0.5834411384217335,0.1328708667719221,0.1066057044930036,-0.0262651622789184,0.3260836975929928,0.1932128308210707,294,2017-05-13,RB Leipzig,Bayern Munich,4,5,,,,,,,1.95,,,,3.7,3.75,1.94,3.73,3.76,1.99,1.68,4.51,4.92,3.92,3.81,0.1328708667719221,0.10660570449300362,0.25730014281991825,0.250079985750992,0.4926198714290897,0.1618189791818919,0.2540269342487457,0.2574597306575125,0.4885133350937418,0.16307414585037167,,,,,0.2534091625401851,0.25544730593863163,0.4911435315211835,0.1615755545860255
