comparison,n,mean_delta_rps,rel_pct,ci_lo,ci_hi,wilcoxon_p,frac_v2_better
v2_vs_bookmaker,925,-0.0035620329219792474,-1.7861865050449073,-0.007516807204502714,0.0003550833801007184,0.010318868790395652,0.4594594594594595
v2_vs_paper,925,0.007805711337445701,3.7030949446505583,0.003342103248131373,0.012172156640930767,3.643948616837884e-05,0.547027027027027
