season,season_game,holdout_game,actual_result,actual_result_idx,p_home_v2,p_draw_v2,p_away_v2,p_home_book,p_draw_book,p_away_book,rps_v2,rps_book,d_book_v2,rps_paper,d_paper_v2
2016/17,303,89,draw,1,0.6712699883214415,0.19999057843258797,0.12873943324597054,0.6770823239219487,0.19288199797383607,0.1300356781042153,0.23358861944678094,0.23767487547378485,0.0040862560270039094,0.23482790801215633,0.0012392885653753904
2016/17,302,88,draw,1,0.3316273442447442,0.28243047007082245,0.3859421856844333,0.39825825560320044,0.25918394412271784,0.34255780027408156,0.12946403307084986,0.13797774234236088,0.008513709271511016,0.13366015031379042,0.004196117242940556
2016/17,301,87,home_win,0,0.7913236933913017,0.12345042088271017,0.0852258857259882,0.8252276604701659,0.102829415283717,0.07194292424611703,0.025404626268813322,0.017860577506907067,-0.0075440487619062545,0.13068334930309386,0.10527872303428054
2016/17,300,86,home_win,0,0.8174210157103089,0.11293704556725595,0.06964193872243486,0.8461288952245978,0.10288359732290707,0.050987507452495244,0.019092542566637345,0.013138021400510529,-0.005954521166126816,0.04797267494863316,0.028880132381995813
2016/17,299,85,draw,1,0.3819161858732316,0.31804229563767866,0.3000415184890898,0.33563987815426277,0.2800195554886992,0.3843405663570382,0.11794244292459777,0.13018589937752856,0.01224345645293079,0.1450820850642902,0.027139642139692444
2016/17,298,84,home_win,0,0.3920258492741662,0.3232098978381204,0.28476425288771356,0.6631663572153207,0.19207166510345883,0.14476197768122043,0.22536162383674826,0.06720646654688756,-0.1581551572898607,0.14201955710563702,-0.08334206673111125
2016/17,262,48,draw,1,0.3523614469668828,0.2904287643965257,0.35720978863659136,0.32589646432036956,0.268752974686113,0.4053505609935175,0.12587871120319685,0.13525879137713864,0.00938008017394179,0.1388631967598831,0.012984485556686243
2016/17,297,83,draw,1,0.45359703895611275,0.2875875029788771,0.25881545806501033,0.4376009409767309,0.29086828124269354,0.27153077778057544,0.13636785754157715,0.13261177341292232,-0.0037560841286548297,0.14341321523261039,0.007045357691033233
2016/17,295,81,away_win,2,0.4028925371093288,0.284308480111825,0.31279898277884605,0.3566152309350437,0.27470360926368914,0.368681159801267,0.3172838172640902,0.26286895046236386,-0.05441486680172636,0.33704023284455675,0.019756415580466535
2016/17,294,80,draw,1,0.44773409374152695,0.2897894189084905,0.26247648734998236,0.3744567346253568,0.268788121840667,0.3567551435339763,0.13467986255506598,0.13374603927211642,-0.000933823282949553,0.15198663707994392,0.017306774524877944
2016/17,293,79,away_win,2,0.29580890228088774,0.25083564518184553,0.45335545253726706,0.33220789671640744,0.2322306386998583,0.43556146458373424,0.19316158396968014,0.21447647345179915,0.021314889482119015,0.36194799494150653,0.1687864109718264
2016/17,292,78,home_win,0,0.34677185433615554,0.36480009525633683,0.28842805040750796,0.5247118060156353,0.2725586325692328,0.20272956141513185,0.25494887527465027,0.1334990712062454,-0.12144980406840486,0.1874642235454386,-0.06748465172921167
2016/17,291,77,away_win,2,0.19928875301436746,0.276132877189626,0.5245783697960065,0.19922380336351878,0.21733505821474774,0.5834411384217335,0.1328708667719221,0.10660570449300369,-0.026265162278918425,0.3260836975929928,0.1932128308210707
2016/17,290,76,draw,1,0.6424718673510742,0.22638662460128867,0.1311415080476372,0.535619372139202,0.24261966609275734,0.22176096176804064,0.21498409773529237,0.16803301798753967,-0.0469510797477527,0.1709189880537126,-0.044065109681579756
2016/17,289,75,draw,1,0.518794143842616,0.2554385952175384,0.2257672609398457,0.4692810278090428,0.256753232492382,0.2739657396985752,0.16005910989883662,0.14764095479504952,-0.012418155103787104,0.1315074960472245,-0.028551613851612118
2016/17,288,74,draw,1,0.303842148219859,0.3278247858785622,0.36833306590157855,0.40826025838409535,0.28649842693620725,0.3052413146796974,0.11399464923565782,0.12992434938161918,0.01592970014596136,0.1417681565363877,0.027773507300729874
2016/17,287,73,home_win,0,0.29614273988428813,0.28868883637807086,0.4151684237376411,0.2512400040489928,0.2684482235044033,0.4803117724466039,0.3338899313431971,0.39567046514367527,0.061780533800478155,0.28889754602518164,-0.04499238531801547
2016/17,296,82,draw,1,0.14370201634831037,0.16563172995252612,0.6906662536991636,0.13073713490959665,0.17385257301808066,0.6954102920723226,0.24883507175070363,0.25034383638224156,0.0015087646315379288,0.13612567844047796,-0.11270939331022567
2016/17,261,47,home_win,0,0.47207391243399316,0.27472693115009705,0.2531991564159097,0.4491119976149576,0.26461193372989394,0.28627606865514843,0.1714078833712397,0.1927157893282149,0.02130790595697521,0.11262857537918314,-0.05877930799205655
2016/17,283,69,draw,1,0.588567116887864,0.2392172563012169,0.17221562681091881,0.5450737916562319,0.2575151771604245,0.19741103118334355,0.18803473659978515,0.1680382767916862,-0.019996459808098943,0.1848325995438711,-0.003202137055914045
2016/17,259,45,draw,1,0.18961854941467954,0.22447436580552993,0.5859070847797904,0.17980425173647654,0.24376447063776052,0.5764312776257631,0.18962115313863995,0.1823012933838918,-0.007319859754748137,0.1305376752542368,-0.05908347788440316
2016/17,235,21,home_win,0,0.2881996733521727,0.2937041097794432,0.41809621686838416,0.3265328915528089,0.27363091470905776,0.39983619373813334,0.3407320757878042,0.30671346399160937,-0.03401861179619481,0.17626444453630644,-0.16446763125149774
2016/17,234,20,draw,1,0.5363393282923791,0.2418404731814865,0.22182019852613408,0.4805825569271131,0.2730886953012008,0.2463287477716861,0.16843203777364701,0.14581872300068444,-0.02261331477296258,0.14986535921117627,-0.01856667856247074
2016/17,233,19,home_win,0,0.3732946863605526,0.31006604331038035,0.3166392703290674,0.4098414303989527,0.298634456906554,0.2915241126944932,0.24650998882922104,0.21663672277793292,-0.029873266051288122,0.17760199185612813,-0.06890799697309291
2016/17,232,18,home_win,0,0.6530896718376675,0.21231757847294772,0.134592749689385,0.7217211227518816,0.18380912489561033,0.09446975235250808,0.06923099202732329,0.04318183381600878,-0.02604915821131451,0.08212175847581481,0.01289076644849152
2016/17,231,17,draw,1,0.25151000524120637,0.2759497207080445,0.47254027405074905,0.25911899541558703,0.2511461032489536,0.4897349013354594,0.1432757966681944,0.15349146368561759,0.010215667017423186,0.12839350089677942,-0.014882295771414977
2016/17,230,16,home_win,0,0.3236427640033689,0.3249136427129977,0.3514435932836329,0.45868716209642674,0.28701477394337815,0.25429806396019516,0.29048585497255724,0.1788435469065618,-0.11164230806599545,0.22625302322052918,-0.06423283175202807
2016/17,229,15,draw,1,0.39648310021108063,0.33044129474001255,0.273075605048907,0.35816740945804115,0.29382595865719546,0.34800663188476344,0.11588456741290817,0.12469625451683068,0.008811687103922508,0.11786119041380247,0.0019766230008942953
2016/17,228,14,away_win,2,0.43364592314612327,0.27017519322691247,0.29617888362696404,0.4222463470453612,0.2790916026054809,0.2986620503491579,0.34170647525691983,0.33508344860679934,-0.006623026650120489,0.31402550883076563,-0.027680966426154197
2016/17,226,12,away_win,2,0.3411763172696808,0.31796554818888884,0.34085813454143027,0.3280336764610815,0.2990306989690956,0.3729356245698227,0.2754346391329525,0.25040791191310585,-0.025026727219846667,0.26302422525911945,-0.01241041387383307
2016/17,236,22,home_win,0,0.26991725825098867,0.287345726783505,0.4427370149655062,0.16180555398603708,0.21467622842445708,0.6235182175895059,0.36451843711016024,0.5456724484973243,0.18115401138716408,0.2379858998238757,-0.12653253728628455
2016/17,225,11,away_win,2,0.2393495704459222,0.2902714427521703,0.47037898680190754,0.1090759703647556,0.17436656008575496,0.7165574695494894,0.16889331724681078,0.04611861768960082,-0.12277469955720996,0.22717902305158255,0.05828570580477177
2016/17,223,9,draw,1,0.4883729417520384,0.30249758442695335,0.20912947382100833,0.4283972833343009,0.29909444476693564,0.27250827189876364,0.14112163352809584,0.12889249531072983,-0.012229138217366015,0.13716619185314236,-0.003955441674953486
2016/17,222,8,draw,1,0.44578690215584726,0.2802160964543338,0.2739970013898192,0.4005662822969545,0.30383510576703987,0.2955986119360056,0.1369001594521597,0.12391594294584836,-0.012984216506311333,0.1347959492035151,-0.0021042102486446
2016/17,221,7,home_win,0,0.4284996937934109,0.3324048334224431,0.23909547278414633,0.3906297122866277,0.3122549610953616,0.29711532661801077,0.1918896225500497,0.22980483242960265,0.037915209879552936,0.22243556654433738,0.030545943994287672
2016/17,220,6,home_win,0,0.48162139465877896,0.25250498798023147,0.265873617360989,0.4352768081239362,0.2661339180105588,0.29858927386550504,0.16970257944206363,0.20403391895510953,0.0343313395130459,0.13270150151221377,-0.03700107792984986
2016/17,219,5,home_win,0,0.34001804990764084,0.2842137319693405,0.3757682181230187,0.28274334885647007,0.2630346971935526,0.45422195394997733,0.28838896409953085,0.36038734352988333,0.07199837943035248,0.2547932274010261,-0.03359573669850474
2016/17,218,4,home_win,0,0.6574568352327048,0.20564892420268746,0.13689424056460775,0.6027011975029303,0.24498826731415868,0.15231053518291104,0.06803792641427751,0.0905224187966552,0.02248449238237768,0.18297225379417387,0.11493432737989635
2016/17,217,3,home_win,0,0.8112397090591713,0.11632687705252412,0.07243341388830485,0.7489882295462055,0.1671506951798176,0.08386107527397686,0.02043852344179037,0.035019794426228025,0.014581270984437657,0.08157178783280819,0.06113326439101782
2016/17,216,2,home_win,0,0.5797164652872286,0.26210936688637976,0.15817416782639135,0.5694572991165335,0.26049642406394613,0.1700462768195204,0.1008286584591164,0.1071413767721055,0.006312718312989102,0.15770927559873515,0.056880617139618755
2016/17,260,46,home_win,0,0.21166493880581153,0.23039716889614287,0.5579378922980457,0.2172865532299353,0.2518295437434122,0.5308839030266526,0.4663834301850152,0.4472390291237436,-0.019144401061271632,0.30010684608557797,-0.16627658409943724
2016/17,224,10,away_win,2,0.3563268506203792,0.3116443013928735,0.33202884798674676,0.3311492754444633,0.2874492244327306,0.38140150012280605,0.28657714219747504,0.2461619733388538,-0.04041516885862123,0.31192373017374925,0.025346587976274204
2016/17,237,23,home_win,0,0.784345005519747,0.14002067860027567,0.07563431587997743,0.7639320803053651,0.15066765220198264,0.08540026749265218,0.026113813191455084,0.03151063419838458,0.005396821006929498,0.10617647361819117,0.08006266042673608
2016/17,227,13,home_win,0,0.796000038073269,0.12913153542306002,0.07486842650367122,0.8689519111582191,0.0934267992015973,0.03762128964018343,0.023610632876621636,0.009294481511636936,-0.0143161513649847,0.062000841579243106,0.03839020870262147
2016/17,258,44,home_win,0,0.45624542432449083,0.314453771080891,0.22930080459461816,0.4580296802062287,0.28999512297080754,0.2519751968229639,0.1741239487778961,0.17861166367566703,0.004487714897770917,0.22014693626128345,0.046022987483387345
2016/17,238,24,home_win,0,0.36062426021283084,0.3311897973454818,0.3081859424416875,0.39388520963009993,0.31334638082394534,0.2927684095459549,0.2518899558735304,0.22654424036660786,-0.02534571550692255,0.15245475711890547,-0.09943519875462495
2016/17,257,43,home_win,0,0.5633058307197638,0.2528566704287412,0.1838374988514949,0.7042866676320988,0.18718135143568207,0.1085319809322192,0.11224901173366451,0.04961278291260019,-0.06263622882106432,0.07503694757889529,-0.03721206415476923
2016/17,256,42,home_win,0,0.5639834317933488,0.24317974773256013,0.19283682047409115,0.4786063466998169,0.280326574495607,0.24106707880457603,0.1136482435406311,0.1649823390925416,0.051334095551910486,0.17601395322572913,0.062365709685098025
2016/17,255,41,home_win,0,0.6325714424890059,0.23549809170387442,0.13193046580711948,0.6948957997628169,0.18915117329451195,0.11595302694267123,0.07620469634134674,0.05326683872976948,-0.022937857611577267,0.10948714097817999,0.03328244463683325
2016/17,254,40,home_win,0,0.5751729638323939,0.24923965626099123,0.17558737990661488,0.5508835252499419,0.24092694716090818,0.20818952758915,0.10565446932071121,0.12252424364485648,0.01686977432414527,0.10021983012258255,-0.005434639198128657
2016/17,253,39,home_win,0,0.3080251549977395,0.30050505395856325,0.39146979104369684,0.3417305585980285,0.29901423877327493,0.35925520262869665,0.3160388917078492,0.28119147904972475,-0.034847412658124466,0.26424157260157166,-0.05179731910627755
2016/17,251,37,home_win,0,0.5135846689734723,0.282943975676563,0.20347135534996488,0.5301415059755114,0.27941931226629524,0.19043918175819344,0.13900023335279907,0.12851704317784532,-0.01048319017495375,0.13679981223806192,-0.0022004211147371444
2016/17,250,36,away_win,2,0.425844110017121,0.3031990675316328,0.2709568224512458,0.33688815969373803,0.29176920973475523,0.3713426305715067,0.35642358038332883,0.2543518601392933,-0.10207172024403555,0.3561120525750127,-0.0003115278083161144
2016/17,249,35,home_win,0,0.5263202540778684,0.2604279653433128,0.21325178057881855,0.6727340491614162,0.20003904516816043,0.1272269056704233,0.1349244118084459,0.06164484405237658,-0.07327956775606931,0.12966335988191288,-0.005261051926533006
2016/17,248,34,home_win,0,0.25612748372953936,0.2748533033457612,0.4690192129246997,0.34402662380294763,0.28174594190758645,0.3742274342894659,0.38666267127752574,0.28517362142711805,-0.10148904985040769,0.33583500823773565,-0.05082766303979008
2016/17,252,38,home_win,0,0.6444058948710343,0.205724099437011,0.14987000569195458,0.6662121866559811,0.22057025098745323,0.11321756235656559,0.07445409310428824,0.0621162603814722,-0.012337832722816043,0.12342124026049936,0.048967147156211116
2016/17,239,25,away_win,2,0.38042663551613864,0.29405511129458145,0.3255182531892798,0.36688963594433033,0.3032802872976353,0.3298300767580343,0.29982502589548465,0.2918678654907526,-0.007957160404732044,0.3824430374334645,0.08261801153797987
2016/17,246,32,home_win,0,0.3623573292549951,0.29735676637080394,0.34028590437420086,0.3355934274021135,0.298760002443345,0.3656465701545416,0.2611913361352953,0.2875667539885253,0.02637541785323,0.17091781697646563,-0.0902735191588297
2016/17,245,31,home_win,0,0.4705653117987369,0.29896262081662245,0.23047206738464107,0.4694776416349941,0.26956271181789493,0.26095964654711107,0.16670923145765948,0.17477695492558035,0.008067723467920868,0.1390636722199759,-0.02764555923768358
2016/17,244,30,draw,1,0.5518773239960849,0.27448764706523016,0.17363502893868465,0.4875742466079978,0.27684300442996485,0.23558274896203735,0.1673588520078088,0.1466139387819335,-0.020744913225875322,0.12329462266942243,-0.044064229338386385
2016/17,243,29,away_win,2,0.5831711201825354,0.2452099014867567,0.17161897833070816,0.6119503344656085,0.23038130238705262,0.15766836314733876,0.5131518362384067,0.5420028991477268,0.028851062909320158,0.412881313009701,-0.10027052322870567
2016/17,242,28,home_win,0,0.5207003524994701,0.28827637441681137,0.19102327308371836,0.5106268045077769,0.28253702151438953,0.20683617397783363,0.13310902147687456,0.14113366366602914,0.00802464218915458,0.17899563595788875,0.04588661448101419
2016/17,241,27,away_win,2,0.36685362146116113,0.32082753025303457,0.31231884828580453,0.2806190972097533,0.2782274571767157,0.44115344561353115,0.30374347300106574,0.19552827453422283,-0.10821519846684291,0.2411333769043802,-0.06261009609668555
2016/17,240,26,away_win,2,0.2416857302084779,0.2150681514068727,0.5432461183846492,0.18709061497255294,0.23623007770028373,0.5766793073271633,0.1335180502785474,0.10710165352790914,-0.02641639675063827,0.2913641053785272,0.1578460550999798
2016/17,247,33,home_win,0,0.48229034763591716,0.2557429255574938,0.2619667268065891,0.5162714666867084,0.253466611551614,0.2302619217616775,0.16832492505234878,0.14350692327740458,-0.0248180017749442,0.11709138602625901,-0.051233539026089764
2017/18,275,62,away_win,2,0.5305153123923965,0.2756273605047837,0.19385732710281955,0.49532744001443263,0.27721450478080467,0.22745805520476278,0.465656252874306,0.4210851646496294,-0.04457108822467659,0.40868415432931426,-0.056972098544991745
2017/18,276,63,home_win,0,0.3561686824884744,0.28065309705244507,0.3631782204590807,0.4519091348477525,0.2609956500724988,0.2870952150797487,0.27320859261222563,0.19141362949251314,-0.08179496311971249,0.18771948299193664,-0.085489109620289
2017/18,277,64,away_win,2,0.13704819698763532,0.16405738920255095,0.6988944138098139,0.12978762025776003,0.18769286621891448,0.6825195135233256,0.054723391166248685,0.058819342832819206,0.0040959516665705215,0.13383114165754786,0.07910775049129917
2017/18,278,65,home_win,0,0.4892951471000087,0.309452500595189,0.2012523523048022,0.41329525148227625,0.2946757684284507,0.292028980089273,0.15066097804190903,0.2147516935726132,0.06409071553070417,0.17556647454058272,0.024905496498673685
2017/18,282,69,home_win,0,0.45090463051135093,0.28429772081890625,0.26479764866974276,0.4583211351860409,0.2742202297601874,0.2674586350537718,0.18581175976745032,0.18247505702548303,-0.00333670274196729,0.22411724170795727,0.03830548194050695
2017/18,280,67,home_win,0,0.6686922138957613,0.1964623286676326,0.1348454574366062,0.750827775964184,0.15156461316047193,0.09760761087534395,0.06397407326228978,0.03580702146587372,-0.028167051796416057,0.10626538298805803,0.04229130972576825
2017/18,281,68,draw,1,0.42433889300223787,0.3029083532668862,0.27275275373087604,0.46688682955008126,0.27564787394340956,0.2574652965065092,0.12722878039107027,0.14213584525625567,0.014907064865185393,0.14319296397866121,0.01596418358759094
2017/18,274,61,home_win,0,0.3514560429363513,0.340484961073695,0.3080589959899536,0.4711347574049075,0.27944095926308266,0.24942428333200986,0.257754804627057,0.17095545897042638,-0.08679934565663064,0.21127923012337232,-0.0464755745036847
2017/18,279,66,draw,1,0.33095199381475887,0.2837938120712254,0.38525419411401585,0.2655383383841272,0.28329235519469387,0.45116930642117903,0.12897500814620194,0.13703217610418544,0.008057167957983502,0.12868656935830702,-0.00028843878789491795
2017/18,273,60,away_win,2,0.4817167897867101,0.2498817142949079,0.26840149591838164,0.4131417228826532,0.2506463922887048,0.33621188482864195,0.38364371836843736,0.3056503725145956,-0.07799334585384177,0.33089014576976317,-0.05275357259867419
2017/18,263,50,home_win,0,0.6225052832010082,0.22818779661868993,0.14930692018030178,0.6412401406767508,0.2030593778809711,0.15570048144227813,0.08239740881243904,0.07647563829149737,-0.0059217705209416716,0.12523307140633286,0.04283566259389382
2017/18,271,58,home_win,0,0.5181727317597282,0.26934373184812466,0.21248353639214734,0.5660206625104784,0.24157705695236295,0.1924022805371587,0.13865338482879785,0.11267835146187177,-0.02597503336692608,0.19305097727488288,0.054397592446085025
2017/18,270,57,home_win,0,0.3621178035820218,0.35293577526616804,0.28494642115180996,0.4538898655289885,0.29842911647930437,0.24768101799170694,0.24404407971712444,0.1797910828226773,-0.06425299689444713,0.15285740862141553,-0.09118667109570891
2017/18,269,56,draw,1,0.43677465069957094,0.27051657544638574,0.29270877385404354,0.36670012149384607,0.2679731657070413,0.3653267127991126,0.1382252608924348,0.1339662930941034,-0.004258967798331403,0.14164860709052396,0.00342334619808915
2017/18,268,55,home_win,0,0.4103193925898031,0.2796843735899646,0.3099962338202322,0.31071760155465933,0.284447017166656,0.40483538127868474,0.22191044186919343,0.3195009553708097,0.09759051350161627,0.17843315794706088,-0.04347728392213254
2017/18,267,54,home_win,0,0.5351564057989933,0.2801803202686911,0.18466327393231563,0.5740023527768676,0.24153564349521658,0.18446200372791588,0.12509004590455583,0.10775011312948098,-0.017339932775074854,0.17700382290857078,0.05191377700401495
2017/18,266,53,draw,1,0.5330764870237522,0.26821249854145346,0.1987110144347945,0.5447167619859741,0.25001102665510094,0.20527221135892496,0.16182830413764485,0.16942651577233375,0.007598211634688906,0.13228604807762046,-0.02954225606002439
2017/18,265,52,home_win,0,0.7956030126482035,0.12429150413243464,0.08010548321936163,0.7217219281985401,0.17305943216128403,0.10521863964017593,0.024097508440148952,0.04425482368663384,0.020157315246484887,0.06278991268992001,0.038692404249771065
2017/18,264,51,home_win,0,0.5551453574654087,0.2518076202867561,0.19304702224783488,0.5357184956370088,0.24809355268685906,0.2161879516761322,0.11758140289166757,0.13114727287174194,0.013565869980074363,0.16043404973599495,0.04285264684432738
2017/18,283,70,home_win,0,0.7730920932770121,0.147574153450286,0.07933375327270197,0.466522535088484,0.27621305901839416,0.2572644058931218,0.028890521270871054,0.1753915900539793,0.14650106878310826,0.04593197841248807,0.017041457141617016
2017/18,272,59,home_win,0,0.40862411042703284,0.3276453759952252,0.26373051357774197,0.39015122729690704,0.28687590242419636,0.32297287027889654,0.2096396132800989,0.23811350025182887,0.028473886971729978,0.2344412314490621,0.024801618168963202
2017/18,284,71,away_win,2,0.4967196882130853,0.30113548922335964,0.2021448225635549,0.6733227405316954,0.19256764768657952,0.134109611781725,0.4416516664103229,0.6015648386629538,0.15991317225263096,0.436472075894137,-0.0051795905161858835
2017/18,306,93,away_win,2,0.46045595588852245,0.26415566114808675,0.27538838296339035,0.22452338919162038,0.2430003763320779,0.5324762344763018,0.3685408414288113,0.1344946118117749,-0.23404622961703642,0.4357106818992395,0.06716984047042818
2017/18,286,73,draw,1,0.5675773504035411,0.24737445871386002,0.18504819088259863,0.5163518809645063,0.2534818324734849,0.2301662865620087,0.1781934408200134,0.15979789222266425,-0.018395548597349154,0.1846288939813014,0.006435453161287991
2017/18,262,49,draw,1,0.32441529324505386,0.3190792735978146,0.3565054331571312,0.4318085618787676,0.299351947805526,0.26883949031570653,0.11617070318091414,0.12936665283250914,0.013195949651594999,0.12417310067228723,0.00800239749137309
2017/18,305,92,home_win,0,0.4545957033962945,0.2484602665981381,0.29694403000556724,0.42930337650765366,0.22876024992309246,0.34193637356925394,0.192820801854865,0.22130755981762862,0.02848675796276362,0.20188659213506185,0.009065790280196856
2017/18,304,91,home_win,0,0.3922221850049706,0.2833575398578073,0.3244202751372221,0.5914230525504087,0.23179288282854502,0.17678406462104612,0.23732119366012155,0.09909386374558216,-0.1382273299145394,0.18209457829684597,-0.05522661536327558
