candidate,reference,n,rps_advantage,ci_low,ci_high
carry75:soft_blend_h17,carry75:soft_blend_h10,1224,0.00010339120366265343,-0.0007720009499649818,0.000973848369989096
carry75:soft_blend_h17,carry75:soft_blend_h6,1224,0.0005443761874027433,-0.001050875643377576,0.002142805686057987
carry75:soft_blend_h17,delta05_early2:updating_prior,1224,0.0009691225742130169,-0.0024254934006085276,0.004402969902682788
carry75:soft_blend_h17,level_all10:updating_prior,1224,0.0010092436477124613,-0.0023681847061069357,0.004437828836357636
carry75:soft_blend_h17,carry75:soft_blend_h3,1224,0.001266345069190276,-0.00103104567124042,0.003498357133824022
carry75:soft_blend_h17,delta05:updating_prior,1224,0.0014174845920400287,-0.0017582338953055152,0.004626607686514219
carry75:soft_blend_h17,delta10:updating_prior,1224,0.0019646801361470068,-0.001261780921058449,0.005145129599033701
