strategy,reference,n,rps_advantage,ci_low,ci_high
cosine_taper_k25,bookmaker,277,-0.005343809766086936,-0.014891980387974728,0.004207112452620685
cosine_taper_k25,cosine_taper_k18,277,3.5800577566605344e-06,-1.4667601259969317e-06,9.79217858331064e-06
cosine_taper_k25,current_only,277,3.5800577566605344e-06,-1.446347792665068e-06,9.839197920381009e-06
cosine_taper_k25,midseason_reset,277,3.5800577566605344e-06,-1.446347792665068e-06,9.830065214451853e-06
cosine_taper_k25,cosine_taper_k30,277,1.940739213516924e-05,-0.00022299364888231566,0.00025630157375698036
cosine_taper_k25,soft_blend_h10,277,0.0006942133067299046,-0.00043845207494400877,0.0018230798095032858
cosine_taper_k25,standalone_original,277,0.004451355014814977,-0.002241898902982582,0.011142747785844639
cosine_taper_k25,fixed_preseason,277,0.006767519621020094,-0.0030698513851604436,0.016713725188428893
cosine_taper_k25,updating_prior,277,0.010568277792482872,0.0026258646928618086,0.018706501494708982
