summer_variance_scale,matchday,rps_fresh,rps_carry,n,fresh_minus_carry
0.5,1,0.4040721371207861,0.3911756370653909,9,0.012896500055395221
0.5,2,0.21218574903823179,0.18618911231931956,9,0.025996636718912225
0.5,3,0.229512678451348,0.2311906713641513,9,-0.0016779929128032944
0.5,4,0.22217572848196568,0.21590956160370914,9,0.0062661668782565405
0.5,5,0.1948973542844381,0.18749106244469801,9,0.007406291839740092
0.5,6,0.20268412027791008,0.20322430000210204,9,-0.0005401797241919581
0.5,7,0.1763913905402614,0.18742456490987777,9,-0.011033174369616372
0.5,8,0.1631829186532131,0.14477155300148714,9,0.018411365651725964
0.5,9,0.20224462928352774,0.20528672014528468,9,-0.003042090861756941
0.5,10,0.18566949545893963,0.19238613046630762,9,-0.006716635007367994
0.5,11,0.15196997377650082,0.1442582489404606,9,0.007711724836040212
0.5,12,0.22488253215624296,0.23337403758748218,9,-0.008491505431239221
0.5,13,0.25467089588341696,0.2616552905493552,9,-0.006984394665938254
0.5,14,0.21079300692739472,0.20826918475848208,9,0.0025238221689126428
0.5,15,0.17451780788139853,0.18417263966789804,9,-0.009654831786499507
0.5,16,0.17559504312551621,0.17309023259687928,7,0.002504810528636936
0.5,17,0.12708639020176107,0.12470467426145843,9,0.0023817159403026478
0.5,18,0.13350062229505028,0.13970675956671094,10,-0.006206137271660667
0.5,19,0.2517566435418153,0.2559139515504097,9,-0.004157308008594374
0.5,20,0.2139682114295132,0.20616474972812926,9,0.007803461701383935
0.5,21,0.19217176203792766,0.17913935533987443,9,0.013032406698053223
0.5,22,0.14185615128180107,0.14353184691696355,9,-0.001675695635162483
0.5,23,0.20667437955901902,0.19228961578818166,9,0.014384763770837361
0.5,24,0.24185520102856645,0.24312968494151593,10,-0.0012744839129494867
0.5,25,0.18231331011893348,0.16623138001191387,9,0.01608193010701961
0.5,26,0.17596264548026513,0.1777215159971677,9,-0.001758870516902572
0.5,27,0.1624445824880308,0.1620341538415464,9,0.00041042864648438426
0.5,28,0.19740614163103984,0.1982507747920092,9,-0.0008446331609693603
0.5,29,0.2050833455317459,0.20250192703115244,9,0.0025814185005934576
0.5,30,0.21762026209652058,0.1929664905845603,9,0.02465377151196027
0.5,31,0.12631785959078,0.12809816448311018,9,-0.0017803048923301645
0.5,32,0.2580767277565297,0.2600534529032735,9,-0.0019767251467437963
0.5,33,0.19975396979814888,0.18818659302448437,9,0.011567376773664512
0.5,34,0.2199899866633793,0.21924050341776558,9,0.000749483245613719
