season,candidate,rps
2015/16,n0_fresh_v2,0.13870374206087904
2015/16,n0_fresh_v2,0.21833044455910333
2015/16,n0_fresh_v2,0.1355339000589313
2015/16,n0_fresh_v2,0.5216601604953246
2015/16,n0_fresh_v2,0.1662877558769265
2015/16,n0_fresh_v2,0.35785210967413306
2015/16,n0_fresh_v2,0.14742522443930156
2015/16,n0_fresh_v2,0.10744255277042272
2015/16,n0_fresh_v2,0.5082603089318664
2015/16,n0_fresh_v2,0.10034395130848751
2015/16,n0_fresh_v2,0.15196967564855615
2015/16,n0_fresh_v2,0.13355776903315159
2015/16,n0_fresh_v2,0.3076771728047209
2015/16,n0_fresh_v2,0.18461898670584426
2015/16,n0_fresh_v2,0.10931411538351052
2015/16,n0_carry_v2,0.06103733739950695
2015/16,n0_carry_v2,0.9095867148010938
2015/16,n0_carry_v2,0.0009753639537162706
2015/16,n0_carry_v2,0.9495040343908714
2015/16,n0_carry_v2,0.4140534584625386
2015/16,n0_carry_v2,0.9256290519024888
2015/16,n0_carry_v2,0.0016265540909033488
2015/16,n0_carry_v2,0.602962923904823
2015/16,n0_carry_v2,0.03869274197636897
2015/16,n0_carry_v2,0.1856223139837835
2015/16,n0_carry_v2,0.24205464315894382
2015/16,n0_carry_v2,0.3686093028365061
2015/16,n0_carry_v2,0.19530340574856886
2015/16,n0_carry_v2,0.2395442906880246
2015/16,n0_carry_v2,0.171657070431959
2015/16,n0_carry_v2,0.1420592499818961
2015/16,n0_carry_v2,0.4118307927417684
2015/16,n0_carry_v2,0.18161960655249534
2015/16,n0_carry_v2,0.2266605951051675
2015/16,n0_carry_v2,0.22790491428036289
2015/16,n0_carry_v2,0.33351181019049175
2015/16,n0_carry_v2,0.1936980825742903
2015/16,n0_carry_v2,0.35555075056275065
2015/16,n0_carry_v2,0.17525246426896207
2015/16,n0_carry_v2,0.13727757139293364
2015/16,n0_carry_v2,0.30975878090048886
2015/16,n0_carry_v2,0.09319638845008098
2015/16,n0_carry_v2,0.5042287898685003
2015/16,n0_carry_v2,0.04355066537540894
2015/16,n0_carry_v2,0.18762281894396096
2015/16,n0_carry_v2,0.14327487357795277
2015/16,n0_carry_v2,0.2552616604802158
2015/16,n0_carry_v2,0.13639940698557043
2015/16,n0_carry_v2,0.5326797637139238
2015/16,n0_carry_v2,0.178543331706093
2015/16,n0_carry_v2,0.4080335889239102
2015/16,n0_carry_v2,0.14153391316319622
2015/16,n0_carry_v2,0.10329347567049565
2015/16,n0_carry_v2,0.45135978625423123
2015/16,n0_carry_v2,0.0843014744153747
2015/16,n0_carry_v2,0.21246500966491613
2015/16,n0_carry_v2,0.13257073064502492
2015/16,n0_carry_v2,0.36812751368868274
2015/16,n0_carry_v2,0.18550698032825969
2015/16,n0_carry_v2,0.11216941739682862
2015/16,n36_fresh_v2,0.11369659480471977
2015/16,n36_fresh_v2,0.2903716881732753
2015/16,n36_fresh_v2,0.16187037030567314
2015/16,n36_fresh_v2,0.40976254912162696
2015/16,n36_fresh_v2,0.12940597714611346
2015/16,n36_fresh_v2,0.35217021745977195
2015/16,n36_fresh_v2,0.15787930149967758
2015/16,n36_fresh_v2,0.397919527180387
2015/16,n36_fresh_v2,0.13016091854889106
2015/16,n36_fresh_v2,0.1484872694311018
2015/16,n36_fresh_v2,0.20163424312762282
2015/16,n36_fresh_v2,0.28380906100949554
2015/16,n36_fresh_v2,0.22112483194554497
2015/16,n36_fresh_v2,0.19877711652918
2015/16,n36_fresh_v2,0.14128506024592727
2015/16,n36_fresh_v2,0.1313958609411547
2015/16,n36_fresh_v2,0.36433519636515027
2015/16,n36_fresh_v2,0.20312821607060585
2015/16,n36_fresh_v2,0.2346662833665999
2015/16,n36_fresh_v2,0.20540742418236613
2015/16,n36_fresh_v2,0.3344472627708204
2015/16,n36_fresh_v2,0.17966522291500647
2015/16,n36_fresh_v2,0.41783340363301735
2015/16,n36_fresh_v2,0.2115594013863685
2015/16,n36_fresh_v2,0.1328829501657287
2015/16,n36_fresh_v2,0.2254811592643442
2015/16,n36_fresh_v2,0.09719226619741247
2015/16,n36_fresh_v2,0.3857258709493262
2015/16,n36_fresh_v2,0.06511042188770047
2015/16,n36_fresh_v2,0.17306401949916614
2015/16,n36_fresh_v2,0.13351531373138179
2015/16,n36_fresh_v2,0.22486906612859753
2015/16,n36_fresh_v2,0.1302585021168357
2015/16,n36_fresh_v2,0.5106593511229104
2015/16,n36_fresh_v2,0.1799170308277213
2015/16,n36_fresh_v2,0.359827852879138
2015/16,n36_fresh_v2,0.1632152526077104
2015/16,n36_fresh_v2,0.12866174152612067
2015/16,n36_fresh_v2,0.49967764709791374
2015/16,n36_fresh_v2,0.09136713400322366
2015/16,n36_fresh_v2,0.17512643187255802
2015/16,n36_fresh_v2,0.13134957965550306
2015/16,n36_fresh_v2,0.3311959544183297
2015/16,n36_fresh_v2,0.1881960710535758
2015/16,n36_fresh_v2,0.11708609092733363
2015/16,n36_carry_v2,0.06103733739950695
2015/16,n36_carry_v2,0.3017304879337669
2015/16,n36_carry_v2,0.14596060457395268
2015/16,n36_carry_v2,0.4154418426729439
2015/16,n36_carry_v2,0.12714255091562005
2015/16,n36_carry_v2,0.36961119501750894
2015/16,n36_carry_v2,0.1718730131306927
2015/16,n36_carry_v2,0.4281058636589182
2015/16,n36_carry_v2,0.09962372218656879
2015/16,n36_carry_v2,0.13813566488167503
2015/16,n36_carry_v2,0.18552778276473392
2015/16,n36_carry_v2,0.2648642629764746
2015/16,n36_carry_v2,0.2887368079969361
2015/16,n36_carry_v2,0.15834617227397316
2015/16,n36_carry_v2,0.13858850551759583
2015/16,n36_carry_v2,0.12976394688907228
2015/16,n36_carry_v2,0.42178792851073577
2015/16,n36_carry_v2,0.19012934661070952
2015/16,n36_carry_v2,0.18591315649402412
2015/16,n36_carry_v2,0.19065361178604184
2015/16,n36_carry_v2,0.3771513485255482
2015/16,n36_carry_v2,0.16084982703026524
2015/16,n36_carry_v2,0.3966300305255007
2015/16,n36_carry_v2,0.1505595941557793
2015/16,n36_carry_v2,0.13478754372775315
2015/16,n36_carry_v2,0.2871670441727737
2015/16,n36_carry_v2,0.08737303987302819
2015/16,n36_carry_v2,0.4894260582781612
2015/16,n36_carry_v2,0.05214896371874583
2015/16,n36_carry_v2,0.1980990710681257
2015/16,n36_carry_v2,0.13682689677923388
2015/16,n36_carry_v2,0.2545971106574823
2015/16,n36_carry_v2,0.13563173725658878
2015/16,n36_carry_v2,0.49845206967642763
2015/16,n36_carry_v2,0.18923782300885067
2015/16,n36_carry_v2,0.3772582583219885
2015/16,n36_carry_v2,0.15043931017982068
2015/16,n36_carry_v2,0.10056112846002481
2015/16,n36_carry_v2,0.44739551273079947
2015/16,n36_carry_v2,0.09118379349082732
2015/16,n36_carry_v2,0.22825268891466538
2015/16,n36_carry_v2,0.13228947385739834
2015/16,n36_carry_v2,0.35014041481223046
2015/16,n36_carry_v2,0.19280241052166758
2015/16,n36_carry_v2,0.12529402610988094
2015/16,n72_fresh_v2,0.11369659480471977
2015/16,n72_fresh_v2,0.28188966401702537
2015/16,n72_fresh_v2,0.1683548880834947
2015/16,n72_fresh_v2,0.40003546710115145
2015/16,n72_fresh_v2,0.12894277190134829
2015/16,n72_fresh_v2,0.3429205696872911
2015/16,n72_fresh_v2,0.16427027689666118
2015/16,n72_fresh_v2,0.3825435969953659
2015/16,n72_fresh_v2,0.1391516763450683
2015/16,n72_fresh_v2,0.14421614167752048
2015/16,n72_fresh_v2,0.19391536937770576
2015/16,n72_fresh_v2,0.27165043098556807
2015/16,n72_fresh_v2,0.23373253955639892
2015/16,n72_fresh_v2,0.18803503494504903
2015/16,n72_fresh_v2,0.13816254086229288
2015/16,n72_fresh_v2,0.13063822607268352
2015/16,n72_fresh_v2,0.3667104579892162
2015/16,n72_fresh_v2,0.20577545065577776
2015/16,n72_fresh_v2,0.20711893545080845
2015/16,n72_fresh_v2,0.19899867609289257
2015/16,n72_fresh_v2,0.33125108031154166
2015/16,n72_fresh_v2,0.18472831700745357
2015/16,n72_fresh_v2,0.4223847007512886
2015/16,n72_fresh_v2,0.19245226519633848
2015/16,n72_fresh_v2,0.1340266144294396
2015/16,n72_fresh_v2,0.22483681049299925
2015/16,n72_fresh_v2,0.09209793163004511
2015/16,n72_fresh_v2,0.38375668160421034
2015/16,n72_fresh_v2,0.06506813167379148
2015/16,n72_fresh_v2,0.1610547629974738
2015/16,n72_fresh_v2,0.12894549888321588
2015/16,n72_fresh_v2,0.2310206347223098
2015/16,n72_fresh_v2,0.13144817087228344
2015/16,n72_fresh_v2,0.514608620763688
2015/16,n72_fresh_v2,0.1839844583802902
2015/16,n72_fresh_v2,0.34166856800057227
2015/16,n72_fresh_v2,0.1561328441320832
2015/16,n72_fresh_v2,0.12057052074413444
2015/16,n72_fresh_v2,0.4885970245720025
2015/16,n72_fresh_v2,0.09174620712426935
2015/16,n72_fresh_v2,0.16690513890677167
2015/16,n72_fresh_v2,0.12976267829183347
2015/16,n72_fresh_v2,0.31168486864353206
2015/16,n72_fresh_v2,0.19830794427861917
2015/16,n72_fresh_v2,0.1175835825078497
2015/16,n72_carry_v2,0.06103733739950695
2015/16,n72_carry_v2,0.2931783329353479
2015/16,n72_carry_v2,0.15213740789127933
2015/16,n72_carry_v2,0.40562042794831876
2015/16,n72_carry_v2,0.1262983955546759
2015/16,n72_carry_v2,0.3605924851300046
2015/16,n72_carry_v2,0.17853218618325287
2015/16,n72_carry_v2,0.4127374515365382
2015/16,n72_carry_v2,0.10728298366413216
2015/16,n72_carry_v2,0.13404519290561473
2015/16,n72_carry_v2,0.18060152790406062
2015/16,n72_carry_v2,0.253706009423012
2015/16,n72_carry_v2,0.3008866686639958
2015/16,n72_carry_v2,0.14911790758734794
2015/16,n72_carry_v2,0.13585140269151813
2015/16,n72_carry_v2,0.1298167339018391
2015/16,n72_carry_v2,0.4235922147275567
2015/16,n72_carry_v2,0.1906729563275531
2015/16,n72_carry_v2,0.17384128115880182
2015/16,n72_carry_v2,0.18323226959050348
2015/16,n72_carry_v2,0.39132106291150726
2015/16,n72_carry_v2,0.15379098282964468
2015/16,n72_carry_v2,0.4092248771597162
2015/16,n72_carry_v2,0.1438446650585968
2015/16,n72_carry_v2,0.13416658753158367
2015/16,n72_carry_v2,0.28934570420016903
2015/16,n72_carry_v2,0.08810631981855642
2015/16,n72_carry_v2,0.4943130481857181
2015/16,n72_carry_v2,0.046678424192595463
2015/16,n72_carry_v2,0.19265228935188156
2015/16,n72_carry_v2,0.13089606650987998
2015/16,n72_carry_v2,0.25521096434598356
2015/16,n72_carry_v2,0.13328531290670037
2015/16,n72_carry_v2,0.5078128265392596
2015/16,n72_carry_v2,0.1944533738242596
2015/16,n72_carry_v2,0.38287420163394004
2015/16,n72_carry_v2,0.15816367864332634
2015/16,n72_carry_v2,0.10876256593211735
2015/16,n72_carry_v2,0.454782299596176
2015/16,n72_carry_v2,0.08089065658992375
2015/16,n72_carry_v2,0.22700060551043402
2015/16,n72_carry_v2,0.1298868955483108
2015/16,n72_carry_v2,0.3529306488267773
2015/16,n72_carry_v2,0.1987078096458918
2015/16,n72_carry_v2,0.13186223526274365
2015/16,n144_fresh_v2,0.11369659480471977
2015/16,n144_fresh_v2,0.27760112389321157
2015/16,n144_fresh_v2,0.17173115997398464
2015/16,n144_fresh_v2,0.39508521139318864
2015/16,n144_fresh_v2,0.1287736865112024
2015/16,n144_fresh_v2,0.33822771250252
2015/16,n144_fresh_v2,0.1675990984132339
2015/16,n144_fresh_v2,0.3738570907764071
2015/16,n144_fresh_v2,0.1444568360892746
2015/16,n144_fresh_v2,0.14135339491815607
2015/16,n144_fresh_v2,0.1909364910409802
2015/16,n144_fresh_v2,0.2625646429210685
2015/16,n144_fresh_v2,0.24253965287505785
2015/16,n144_fresh_v2,0.18171275039446966
2015/16,n144_fresh_v2,0.1364612300368893
2015/16,n144_fresh_v2,0.13052871671726746
2015/16,n144_fresh_v2,0.37082242653073455
2015/16,n144_fresh_v2,0.20580927988282613
2015/16,n144_fresh_v2,0.20538080582489582
2015/16,n144_fresh_v2,0.19662360858314698
2015/16,n144_fresh_v2,0.34025502441345773
2015/16,n144_fresh_v2,0.17586877776302653
2015/16,n144_fresh_v2,0.4297371959103188
2015/16,n144_fresh_v2,0.18153061347689323
2015/16,n144_fresh_v2,0.1330828842196801
2015/16,n144_fresh_v2,0.22640198609334278
2015/16,n144_fresh_v2,0.09041457152968527
2015/16,n144_fresh_v2,0.36713670630323253
2015/16,n144_fresh_v2,0.06592377472173086
2015/16,n144_fresh_v2,0.16855002784546885
2015/16,n144_fresh_v2,0.12203110031046174
2015/16,n144_fresh_v2,0.22714977476492593
2015/16,n144_fresh_v2,0.13041157422920793
2015/16,n144_fresh_v2,0.49211384512980727
2015/16,n144_fresh_v2,0.19000531383840424
2015/16,n144_fresh_v2,0.33245637054771005
2015/16,n144_fresh_v2,0.15109540990716747
2015/16,n144_fresh_v2,0.13420820466224134
2015/16,n144_fresh_v2,0.500913772086731
2015/16,n144_fresh_v2,0.09053705255751733
2015/16,n144_fresh_v2,0.1688692046650742
2015/16,n144_fresh_v2,0.13163838452881155
2015/16,n144_fresh_v2,0.29505427757378333
2015/16,n144_fresh_v2,0.19806737142390107
2015/16,n144_fresh_v2,0.12359543103770722
2015/16,n144_carry_v2,0.06103733739950695
2015/16,n144_carry_v2,0.2888510411923497
2015/16,n144_carry_v2,0.15535924852510966
2015/16,n144_carry_v2,0.40062074697511224
2015/16,n144_carry_v2,0.12593044798827077
2015/16,n144_carry_v2,0.35601143187534184
2015/16,n144_carry_v2,0.18199578451199122
2015/16,n144_carry_v2,0.40403144308470484
2015/16,n144_carry_v2,0.1118325583294782
2015/16,n144_carry_v2,0.1320068178714891
2015/16,n144_carry_v2,0.1765006573143182
2015/16,n144_carry_v2,0.24589678945431087
2015/16,n144_carry_v2,0.31020148885243276
2015/16,n144_carry_v2,0.14474839145723872
2015/16,n144_carry_v2,0.1348031281065115
2015/16,n144_carry_v2,0.13010839935294488
2015/16,n144_carry_v2,0.4231015375714794
2015/16,n144_carry_v2,0.1918003012018028
2015/16,n144_carry_v2,0.17047140092828458
2015/16,n144_carry_v2,0.17972740280194993
2015/16,n144_carry_v2,0.3975366346859837
2015/16,n144_carry_v2,0.1554223620573366
2015/16,n144_carry_v2,0.41895611313677994
2015/16,n144_carry_v2,0.14156550482145822
2015/16,n144_carry_v2,0.1342562428261477
2015/16,n144_carry_v2,0.28672883528061616
2015/16,n144_carry_v2,0.0856692331932037
2015/16,n144_carry_v2,0.4798091738382127
2015/16,n144_carry_v2,0.052782794994217466
2015/16,n144_carry_v2,0.1950871410990233
2015/16,n144_carry_v2,0.1300326505037962
2015/16,n144_carry_v2,0.27226535964312937
2015/16,n144_carry_v2,0.13473861559773545
2015/16,n144_carry_v2,0.4965039929053964
2015/16,n144_carry_v2,0.20595773452660684
2015/16,n144_carry_v2,0.3620789578955254
2015/16,n144_carry_v2,0.15640110132407745
2015/16,n144_carry_v2,0.10550338154103785
2015/16,n144_carry_v2,0.46535191538733994
2015/16,n144_carry_v2,0.08096027927907454
2015/16,n144_carry_v2,0.23237463817597642
2015/16,n144_carry_v2,0.1295660248741685
2015/16,n144_carry_v2,0.3469607771017778
2015/16,n144_carry_v2,0.19853313044243434
2015/16,n144_carry_v2,0.12491232809351348
2015/16,fixed_fresh_v2,0.11369659480471977
2015/16,fixed_fresh_v2,0.2732813675368997
2015/16,fixed_fresh_v2,0.1752006803941729
2015/16,fixed_fresh_v2,0.3900767349021297
2015/16,fixed_fresh_v2,0.1286489084860628
2015/16,fixed_fresh_v2,0.3334895681879566
2015/16,fixed_fresh_v2,0.1710207363635589
2015/16,fixed_fresh_v2,0.3643903062121494
2015/16,fixed_fresh_v2,0.15043327233898224
2015/16,fixed_fresh_v2,0.13839763927069093
2015/16,fixed_fresh_v2,0.18561090224380788
2015/16,fixed_fresh_v2,0.2511350735280188
2015/16,fixed_fresh_v2,0.24892325032517765
2015/16,fixed_fresh_v2,0.17429885672014894
2015/16,fixed_fresh_v2,0.13516993903919522
2015/16,fixed_fresh_v2,0.13096564927462329
2015/16,fixed_fresh_v2,0.37207812395708517
2015/16,fixed_fresh_v2,0.20582350621283918
2015/16,fixed_fresh_v2,0.20197705725495374
2015/16,fixed_fresh_v2,0.1802182884047026
2015/16,fixed_fresh_v2,0.34809509624123103
2015/16,fixed_fresh_v2,0.16801863303660403
2015/16,fixed_fresh_v2,0.4448031936072422
2015/16,fixed_fresh_v2,0.17469310394524196
2015/16,fixed_fresh_v2,0.13448467821568388
2015/16,fixed_fresh_v2,0.22173784173199315
2015/16,fixed_fresh_v2,0.09581045013795626
2015/16,fixed_fresh_v2,0.3666823031774771
2015/16,fixed_fresh_v2,0.06725570889321175
2015/16,fixed_fresh_v2,0.17172896240777283
2015/16,fixed_fresh_v2,0.1253849589849383
2015/16,fixed_fresh_v2,0.23558944612178975
2015/16,fixed_fresh_v2,0.13065489720129014
2015/16,fixed_fresh_v2,0.4916984069126681
2015/16,fixed_fresh_v2,0.19537656538550424
2015/16,fixed_fresh_v2,0.3365019475325053
2015/16,fixed_fresh_v2,0.1643876523974166
2015/16,fixed_fresh_v2,0.12819324876294985
2015/16,fixed_fresh_v2,0.472230732451139
2015/16,fixed_fresh_v2,0.08613308973076883
2015/16,fixed_fresh_v2,0.16461754670675965
2015/16,fixed_fresh_v2,0.12933538337483313
2015/16,fixed_fresh_v2,0.3034073859571007
2015/16,fixed_fresh_v2,0.19419849833749103
2015/16,fixed_fresh_v2,0.13543878190701786
2015/16,fixed_carry_v2,0.06103733739950695
2015/16,fixed_carry_v2,0.284489975614746
2015/16,fixed_carry_v2,0.15867411209166776
2015/16,fixed_carry_v2,0.3955613002543813
2015/16,fixed_carry_v2,0.1256010627563966
2015/16,fixed_carry_v2,0.3513824005787276
2015/16,fixed_carry_v2,0.1855525293158282
2015/16,fixed_carry_v2,0.39452342164052684
2015/16,fixed_carry_v2,0.11698372187554366
2015/16,fixed_carry_v2,0.13048899720293022
2015/16,fixed_carry_v2,0.1725536093742537
2015/16,fixed_carry_v2,0.2388648107308089
2015/16,fixed_carry_v2,0.3166988088674898
2015/16,fixed_carry_v2,0.13933387025434676
2015/16,fixed_carry_v2,0.1332994266081712
2015/16,fixed_carry_v2,0.13057641094832328
2015/16,fixed_carry_v2,0.42615181941449176
2015/16,fixed_carry_v2,0.19188085159465845
2015/16,fixed_carry_v2,0.17193447854958135
2015/16,fixed_carry_v2,0.17310194330726475
2015/16,fixed_carry_v2,0.40897607922407003
2015/16,fixed_carry_v2,0.14856441464077605
2015/16,fixed_carry_v2,0.4285081539783864
2015/16,fixed_carry_v2,0.13356617147220456
2015/16,fixed_carry_v2,0.1342168487892452
2015/16,fixed_carry_v2,0.2825803267596204
2015/16,fixed_carry_v2,0.08728696990388539
2015/16,fixed_carry_v2,0.48343721065222756
2015/16,fixed_carry_v2,0.0522310036171086
2015/16,fixed_carry_v2,0.20518280900471092
2015/16,fixed_carry_v2,0.12853135581130953
2015/16,fixed_carry_v2,0.267261763981895
2015/16,fixed_carry_v2,0.1328445282306208
2015/16,fixed_carry_v2,0.5142967664530051
2015/16,fixed_carry_v2,0.2063424331111564
2015/16,fixed_carry_v2,0.36559454687053505
2015/16,fixed_carry_v2,0.16628099861844364
2015/16,fixed_carry_v2,0.11243642040778748
2015/16,fixed_carry_v2,0.43424189949208936
2015/16,fixed_carry_v2,0.07792035228430808
2015/16,fixed_carry_v2,0.23978375089628434
2015/16,fixed_carry_v2,0.1281695694513911
2015/16,fixed_carry_v2,0.3348174700955761
2015/16,fixed_carry_v2,0.1987492220545698
2015/16,fixed_carry_v2,0.12306682848752815
2016/17,bookmaker,0.005024385738257436
2016/17,bookmaker,0.07565869227142942
2016/17,bookmaker,0.12463459687591538
2016/17,bookmaker,0.24568025256557371
2016/17,bookmaker,0.33708314458901945
2016/17,bookmaker,0.24412908943255981
2016/17,bookmaker,0.032999947195036336
2016/17,bookmaker,0.16030099763605093
2016/17,bookmaker,0.13096325727799105
2016/17,bookmaker,0.03441689606281807
2016/17,bookmaker,0.16609031590182527
2016/17,bookmaker,0.5201836816396898
2016/17,bookmaker,0.08010631035635474
2016/17,bookmaker,0.32997687636524253
2016/17,bookmaker,0.3933906172448145
2016/17,bookmaker,0.34439954416687857
2016/17,bookmaker,0.15057529704631067
2016/17,bookmaker,0.3116968156851752
2016/17,bookmaker,0.11239571440439458
2016/17,bookmaker,0.0112961679226886
2016/17,bookmaker,0.38921660107915135
2016/17,bookmaker,0.015450743814521621
2016/17,bookmaker,0.13643934048102913
2016/17,bookmaker,0.2687607527324804
2016/17,bookmaker,0.06487719449373337
2016/17,bookmaker,0.3266377550416198
2016/17,bookmaker,0.28706582681644993
2016/17,bookmaker,0.4173064754134984
2016/17,bookmaker,0.11620463374514584
2016/17,bookmaker,0.15317981513611204
2016/17,bookmaker,0.1841847042240895
2016/17,bookmaker,0.20585605714305455
2016/17,bookmaker,0.34924209715625976
2016/17,bookmaker,0.011619055732831115
2016/17,bookmaker,0.22668190318943202
2016/17,bookmaker,0.13626200523122597
2016/17,bookmaker,0.021924764892733824
2016/17,bookmaker,0.09513533234668749
2016/17,bookmaker,0.02094277346992388
2016/17,bookmaker,0.12639217115275356
2016/17,bookmaker,0.4081022972734686
2016/17,bookmaker,0.19945687581394214
2016/17,bookmaker,0.1583314318176514
2016/17,bookmaker,0.12972618886024972
2016/17,bookmaker,0.3091959238365547
2016/17,n0_fresh_v2,0.10599160342543389
2016/17,n0_fresh_v2,8.841529817019272e-05
2016/17,n0_fresh_v2,0.48390390900372265
2016/17,n0_fresh_v2,0.00032882412292028514
2016/17,n0_fresh_v2,0.0005457892852876774
2016/17,n0_fresh_v2,0.9633512585788115
2016/17,n0_fresh_v2,7.258954961818074e-05
2016/17,n0_fresh_v2,0.06225168571950683
2016/17,n0_fresh_v2,0.22476036766587318
2016/17,n0_fresh_v2,0.35822011687917066
2016/17,n0_fresh_v2,0.16810491949024656
2016/17,n0_fresh_v2,0.19738564927821525
2016/17,n0_fresh_v2,0.09564906989794467
2016/17,n0_fresh_v2,0.21267869433843892
2016/17,n0_fresh_v2,0.22465150546349916
2016/17,n0_fresh_v2,0.39150248857225
2016/17,n0_fresh_v2,0.15373726523999853
2016/17,n0_fresh_v2,0.3720329323258848
2016/17,n0_fresh_v2,0.1477957211971974
2016/17,n0_fresh_v2,0.08083831169206206
2016/17,n0_fresh_v2,0.22948677689279198
2016/17,n0_fresh_v2,0.08411557537969443
2016/17,n0_fresh_v2,0.13490483880623252
2016/17,n0_fresh_v2,0.2821711411328636
2016/17,n0_fresh_v2,0.1292942478378223
2016/17,n0_fresh_v2,0.3369230803539461
2016/17,n0_fresh_v2,0.20954060193757146
2016/17,n0_fresh_v2,0.29449287287763326
2016/17,n0_fresh_v2,0.2778059326965655
2016/17,n0_fresh_v2,0.1451055238691407
2016/17,n0_fresh_v2,0.14275362154186777
2016/17,n0_fresh_v2,0.2849057009017424
2016/17,n0_fresh_v2,0.3563040135292242
2016/17,n0_fresh_v2,0.10002555196595163
2016/17,n0_fresh_v2,0.17633115027160612
2016/17,n0_fresh_v2,0.14074008660997012
2016/17,n0_fresh_v2,0.07330442586122474
2016/17,n0_fresh_v2,0.10592338090874147
2016/17,n0_fresh_v2,0.1527648142685529
2016/17,n0_fresh_v2,0.13558633719423274
2016/17,n0_fresh_v2,0.2635430484884107
2016/17,n0_fresh_v2,0.36524316070383955
2016/17,n0_fresh_v2,0.1518638834160465
2016/17,n0_fresh_v2,0.1347574600779523
2016/17,n0_fresh_v2,0.20912589054824773
2016/17,n0_carry_v2,0.08734816064557513
2016/17,n0_carry_v2,0.00014646016590400522
2016/17,n0_carry_v2,0.4785988541021188
2016/17,n0_carry_v2,0.00028141651994921757
2016/17,n0_carry_v2,0.001491327018739465
2016/17,n0_carry_v2,0.9503711757613986
2016/17,n0_carry_v2,3.687047032526182e-05
2016/17,n0_carry_v2,0.0740161110232157
2016/17,n0_carry_v2,0.21743585428533174
2016/17,n0_carry_v2,0.2954318511385337
2016/17,n0_carry_v2,0.17141160741443284
2016/17,n0_carry_v2,0.2623503743987179
2016/17,n0_carry_v2,0.08029135945169463
2016/17,n0_carry_v2,0.18366112020798145
2016/17,n0_carry_v2,0.2551808719517869
2016/17,n0_carry_v2,0.38825255058473723
2016/17,n0_carry_v2,0.16004349650991317
2016/17,n0_carry_v2,0.4019897804827818
2016/17,n0_carry_v2,0.1636039094511549
