summer_variance_scale,matchday,rps_fresh,rps_carry,n,fresh_minus_carry
1.0,1,0.41514467806506195,0.407385623737438,18,0.007759054327623971
1.0,2,0.20682644263561645,0.2069730114847213,18,-0.00014656884910485557
1.0,3,0.22114085189327837,0.2053340756620347,18,0.015806776231243658
1.0,4,0.20365846504200535,0.1965671701640541,18,0.007091294877951265
1.0,5,0.20624591976546044,0.20119649847771928,18,0.005049421287741163
1.0,6,0.23730155564102715,0.23470958914784112,18,0.002591966493186021
1.0,7,0.1959000481332866,0.18940590090700254,18,0.006494147226284053
1.0,8,0.18030749259525491,0.1713085554143919,18,0.008998937180863004
1.0,9,0.17552771985610602,0.17575026721926823,18,-0.00022254736316221213
1.0,10,0.2273714007183179,0.23267572201008552,18,-0.005304321291767611
1.0,11,0.1425087202652635,0.13679353614175208,18,0.005715184123511435
1.0,12,0.1817018103345931,0.1859623659162064,18,-0.004260555581613312
1.0,13,0.17219743341499397,0.17485009161965412,17,-0.002652658204660152
1.0,14,0.25741125486093114,0.2545558185293688,18,0.002855436331562322
1.0,15,0.22233550579341982,0.21917298017999054,18,0.003162525613429279
1.0,16,0.1659168126326755,0.16358995949387686,18,0.002326853138798629
1.0,17,0.2069183586446681,0.20058507718194166,18,0.006333281462726437
1.0,18,0.23364027800374298,0.2393978876354263,18,-0.005757609631683314
1.0,19,0.17021293116741953,0.1674445917144625,18,0.0027683394529570415
1.0,20,0.18782676198914355,0.18914156639011234,19,-0.0013148044009687887
1.0,21,0.18219144037584423,0.18218550978025375,18,5.930595590480925e-06
1.0,22,0.2465234051133688,0.2521797410678347,18,-0.0056563359544659075
1.0,23,0.18585741101889675,0.18498794891918788,18,0.0008694620997088676
1.0,24,0.22129430504441455,0.22471795906271552,18,-0.00342365401830097
1.0,25,0.2617864073292091,0.2606976805719616,18,0.0010887267572475268
1.0,26,0.20185014516077698,0.20126888679767288,18,0.0005812583631041035
1.0,27,0.23890195031636807,0.24137150246887376,18,-0.0024695521525056885
1.0,28,0.20406765465392115,0.20759657575667934,18,-0.0035289211027581813
1.0,29,0.1936565504635302,0.1963259589251908,18,-0.0026694084616606106
1.0,30,0.16403191715566998,0.1646757447419701,18,-0.000643827586300133
1.0,31,0.19850727019411857,0.2010668314382026,18,-0.0025595612440840187
1.0,32,0.17939158448456394,0.17877136716601838,18,0.0006202173185455573
1.0,33,0.18078588241014612,0.18195021484899276,18,-0.0011643324388466436
1.0,34,0.19001339063217923,0.1929776575963237,18,-0.0029642669641444797
